aX,aY,aZ,gX,gY,gZ,Result
14676.0,-1276.0,-10452.0,-328.0,-425.0,-178.0,0.0
14396.0,-1332.0,-10660.0,-264.0,-376.0,27.0,0.0
14296.0,-1480.0,-10612.0,-304.0,-61.0,64.0,0.0
14452.0,-1696.0,-10384.0,-390.0,-402.0,1.0,0.0
14392.0,-1396.0,-10352.0,-249.0,-464.0,-28.0,0.0
14600.0,-1480.0,-10900.0,-346.0,-448.0,-30.0,0.0
14664.0,-1568.0,-10636.0,-244.0,19.0,145.0,0.0
14332.0,-1748.0,-10572.0,-383.0,-22.0,-137.0,0.0
14032.0,-1460.0,-10716.0,-364.0,-249.0,-193.0,0.0
13864.0,-1436.0,-10712.0,-279.0,-345.0,-40.0,0.0
14236.0,-1460.0,-10888.0,-374.0,-358.0,1.0,0.0
14664.0,-1880.0,-10896.0,-196.0,-468.0,304.0,0.0
14416.0,-1788.0,-11144.0,-613.0,-460.0,-89.0,0.0
14424.0,-1292.0,-10852.0,-710.0,-339.0,-10.0,0.0
14048.0,-1344.0,-10924.0,-659.0,-112.0,-57.0,0.0
13924.0,-1200.0,-10464.0,-576.0,-212.0,229.0,0.0
13956.0,-1228.0,-10648.0,-350.0,-238.0,236.0,0.0
14408.0,-1560.0,-10820.0,-147.0,-451.0,151.0,0.0
14388.0,-1652.0,-11056.0,-89.0,-383.0,10.0,0.0
14184.0,-1476.0,-11080.0,-260.0,-344.0,-88.0,0.0
14196.0,-1060.0,-11220.0,-283.0,-358.0,53.0,0.0
13796.0,-1416.0,-10892.0,-169.0,-262.0,147.0,0.0
14124.0,-1708.0,-10988.0,-37.0,-391.0,100.0,0.0
14164.0,-1476.0,-11064.0,-144.0,-87.0,30.0,0.0
14200.0,-1392.0,-11016.0,-238.0,-461.0,88.0,0.0
14272.0,-1088.0,-11336.0,-196.0,-533.0,43.0,0.0
14208.0,-1620.0,-11376.0,-298.0,-342.0,91.0,0.0
14072.0,-1768.0,-10832.0,-205.0,-314.0,75.0,0.0
14000.0,-1640.0,-11236.0,-372.0,-535.0,-250.0,0.0
14004.0,-1372.0,-11012.0,-147.0,-344.0,44.0,0.0
13800.0,-1112.0,-11060.0,-198.0,-359.0,231.0,0.0
14004.0,-1608.0,-11140.0,-243.0,-556.0,261.0,0.0
14084.0,-1556.0,-11276.0,-132.0,-330.0,339.0,0.0
13928.0,-1696.0,-11096.0,-173.0,-630.0,128.0,0.0
13896.0,-1676.0,-11612.0,-249.0,-714.0,49.0,0.0
13936.0,-1488.0,-11576.0,-158.0,-474.0,244.0,0.0
13892.0,-1604.0,-11648.0,-125.0,-393.0,210.0,0.0
13728.0,-1608.0,-11432.0,-87.0,-210.0,78.0,0.0
13860.0,-1660.0,-11428.0,-256.0,-569.0,-52.0,0.0
13840.0,-1620.0,-11264.0,-124.0,-265.0,83.0,0.0
13864.0,-1800.0,-11240.0,3.0,-295.0,111.0,0.0
13672.0,-1872.0,-11572.0,-136.0,-230.0,-145.0,0.0
13744.0,-1504.0,-11536.0,0.0,160.0,238.0,0.0
13800.0,-1932.0,-11572.0,-116.0,-44.0,11.0,0.0
14040.0,-1928.0,-11768.0,-72.0,244.0,-460.0,0.0
13920.0,-1548.0,-11748.0,172.0,1070.0,-446.0,0.0
13824.0,-1816.0,-11428.0,296.0,1563.0,-622.0,0.0
14052.0,-1640.0,-10948.0,-22.0,1440.0,-600.0,0.0
13996.0,-1464.0,-10696.0,-102.0,1519.0,-602.0,0.0
14292.0,-1572.0,-10544.0,-94.0,1025.0,-305.0,0.0
14360.0,-1328.0,-10824.0,-228.0,798.0,-706.0,0.0
14748.0,-1420.0,-10624.0,-553.0,1491.0,-954.0,0.0
14628.0,-1408.0,-11120.0,-687.0,2373.0,-1712.0,0.0
14624.0,-904.0,-10220.0,-429.0,3468.0,-1659.0,0.0
15016.0,-844.0,-9620.0,-655.0,3773.0,-2175.0,0.0
15124.0,-180.0,-9056.0,-305.0,3723.0,-2007.0,0.0
15440.0,-216.0,-8468.0,-272.0,3470.0,-1527.0,0.0
15688.0,92.0,-8012.0,-83.0,3019.0,-1203.0,0.0
15556.0,-60.0,-8028.0,111.0,1900.0,-989.0,0.0
15532.0,388.0,-8024.0,129.0,1342.0,-615.0,0.0
15732.0,100.0,-7756.0,33.0,327.0,415.0,0.0
15648.0,-220.0,-8200.0,-83.0,177.0,168.0,0.0
15880.0,-200.0,-7568.0,107.0,121.0,339.0,0.0
15956.0,-412.0,-7688.0,20.0,-337.0,-76.0,0.0
16092.0,-208.0,-7540.0,321.0,-310.0,190.0,0.0
15984.0,-196.0,-7772.0,227.0,-599.0,-33.0,0.0
16040.0,-100.0,-7836.0,274.0,-331.0,-126.0,0.0
16024.0,-212.0,-7700.0,335.0,-496.0,82.0,0.0
15984.0,-488.0,-8040.0,297.0,-766.0,189.0,0.0
15996.0,-356.0,-7944.0,453.0,-302.0,-73.0,0.0
15676.0,-132.0,-7936.0,235.0,-521.0,-13.0,0.0
15728.0,-488.0,-8372.0,46.0,-379.0,-295.0,0.0
15772.0,-44.0,-7792.0,190.0,-93.0,103.0,0.0
15796.0,-436.0,-8024.0,154.0,-61.0,136.0,0.0
15688.0,-556.0,-8108.0,92.0,-198.0,127.0,0.0
15856.0,-448.0,-8108.0,-80.0,-412.0,161.0,0.0
16016.0,-524.0,-8044.0,-152.0,-262.0,-387.0,0.0
15848.0,-356.0,-8148.0,-113.0,-410.0,-145.0,0.0
15940.0,-232.0,-8088.0,-149.0,-125.0,-192.0,0.0
15668.0,-164.0,-8180.0,-128.0,101.0,-97.0,0.0
15700.0,-348.0,-7812.0,172.0,10.0,322.0,0.0
15992.0,-408.0,-8180.0,-135.0,-656.0,98.0,0.0
15768.0,-808.0,-8256.0,-60.0,-455.0,510.0,0.0
15520.0,-440.0,-8148.0,-265.0,-575.0,261.0,0.0
15444.0,-392.0,-8120.0,-289.0,-886.0,331.0,0.0
15448.0,-880.0,-8480.0,72.0,-544.0,196.0,0.0
15712.0,-1156.0,-8820.0,61.0,-167.0,-65.0,0.0
15764.0,-1076.0,-8720.0,446.0,376.0,-237.0,0.0
15528.0,-808.0,-8576.0,293.0,81.0,-648.0,1.0
15864.0,-404.0,-8724.0,222.0,-333.0,-423.0,1.0
15820.0,-328.0,-9092.0,-149.0,-89.0,-51.0,1.0
15676.0,332.0,-8912.0,-80.0,626.0,870.0,1.0
15888.0,-572.0,-7948.0,1210.0,299.0,2767.0,1.0
15412.0,-1492.0,-7752.0,801.0,-1776.0,1821.0,1.0
15268.0,-1380.0,-8776.0,573.0,3.0,-1068.0,1.0
15872.0,-992.0,-8432.0,-183.0,-17.0,-286.0,1.0
15660.0,-1220.0,-8188.0,183.0,73.0,122.0,1.0
15464.0,-1044.0,-8668.0,116.0,585.0,-196.0,1.0
16076.0,-656.0,-7680.0,2171.0,3172.0,1212.0,1.0
15952.0,-1512.0,-6676.0,3792.0,-2707.0,6671.0,1.0
12152.0,-6644.0,-13280.0,-1237.0,4141.0,-5833.0,1.0
20144.0,1108.0,-3904.0,1753.0,9966.0,-722.0,1.0
15176.0,504.0,-2368.0,6538.0,-5686.0,12826.0,1.0
13348.0,-6360.0,-13668.0,-747.0,-2893.0,-2468.0,1.0
18156.0,-528.0,-7280.0,3028.0,5542.0,4547.0,1.0
15612.0,-6156.0,-3344.0,4067.0,-1028.0,9520.0,1.0
14552.0,-8236.0,-8940.0,-1605.0,-4826.0,-1624.0,1.0
16848.0,-3788.0,-9364.0,-1056.0,1433.0,-630.0,1.0
12868.0,-6724.0,-6052.0,2082.0,6664.0,-515.0,1.0
14316.0,-1420.0,-1240.0,-248.0,-1909.0,-1576.0,1.0
14724.0,-4556.0,-10452.0,-570.0,-5897.0,-2457.0,1.0
17040.0,-3384.0,-7176.0,4031.0,12956.0,-2371.0,1.0
19904.0,-4012.0,2548.0,12583.0,-10318.0,14068.0,1.0
12112.0,-4048.0,-13048.0,-7543.0,-884.0,-5886.0,1.0
16036.0,-6036.0,-5392.0,6570.0,4635.0,6328.0,1.0
16280.0,-8692.0,-2284.0,-5302.0,1262.0,-7787.0,1.0
16808.0,-2864.0,-3016.0,5304.0,-10162.0,5473.0,1.0
14980.0,-7492.0,-16516.0,-6489.0,18.0,-5668.0,1.0
14316.0,-6724.0,960.0,10762.0,12433.0,3803.0,1.0
14628.0,-2120.0,-3628.0,-7563.0,-19976.0,4223.0,1.0
15688.0,-6028.0,-14352.0,961.0,7523.0,-2738.0,1.0
14692.0,-4524.0,3056.0,-620.0,-799.0,3022.0,1.0
11544.0,-12116.0,-14732.0,-2776.0,-11857.0,-2075.0,1.0
15264.0,-2528.0,-9760.0,1093.0,12485.0,-3056.0,1.0
12164.0,-9624.0,-6036.0,-4906.0,-5811.0,829.0,1.0
14876.0,-4316.0,-9592.0,-494.0,6811.0,-5172.0,1.0
16112.0,-3772.0,2004.0,-1062.0,-13316.0,7548.0,1.0
14232.0,-11556.0,-21524.0,759.0,338.0,-1937.0,1.0
14648.0,-4940.0,1936.0,8018.0,10387.0,-1029.0,1.0
10744.0,-6936.0,-7068.0,-2121.0,-11204.0,2116.0,1.0
17084.0,-4584.0,-15080.0,-59.0,10575.0,-5561.0,1.0
16712.0,-5080.0,4732.0,-567.0,-5933.0,4213.0,1.0
15732.0,-9284.0,-17944.0,-1350.0,-2714.0,-1029.0,1.0
16872.0,-7816.0,-1600.0,1364.0,2951.0,2299.0,1.0
12504.0,-10064.0,-8536.0,424.0,-1901.0,-2320.0,1.0
11376.0,-4708.0,-7140.0,266.0,8821.0,-3373.0,1.0
13592.0,-4556.0,-5012.0,-2564.0,-12544.0,5293.0,1.0
16720.0,-8964.0,-17820.0,724.0,4011.0,-5574.0,1.0
16212.0,-2748.0,2216.0,8197.0,12464.0,2103.0,1.0
11696.0,-7308.0,-8044.0,-2118.0,-6495.0,-2218.0,1.0
14284.0,-3796.0,-10080.0,475.0,9207.0,-341.0,1.0
12176.0,-4796.0,436.0,-2950.0,-13319.0,5854.0,1.0
16016.0,-7840.0,-20340.0,-1504.0,3953.0,-3435.0,1.0
16404.0,-9204.0,4280.0,3759.0,9507.0,905.0,1.0
10100.0,-9284.0,-9480.0,-1880.0,-14862.0,1092.0,1.0
15380.0,-724.0,-11152.0,4016.0,12235.0,-1578.0,1.0
10720.0,-5616.0,-1524.0,-1306.0,-9472.0,6859.0,1.0
17320.0,-8836.0,-13904.0,1144.0,6696.0,-3506.0,1.0
15680.0,-3376.0,-364.0,-1790.0,-8540.0,5823.0,1.0
16284.0,-10992.0,-14004.0,-149.0,447.0,-1708.0,1.0
13352.0,-2292.0,-2384.0,-398.0,94.0,2272.0,1.0
4284.0,-14852.0,-9496.0,-5371.0,-17278.0,1947.0,1.0
12840.0,-6788.0,-17492.0,-1315.0,13579.0,-4812.0,1.0
13764.0,-6968.0,7184.0,2401.0,-6847.0,2654.0,1.0
15908.0,-10276.0,-25152.0,174.0,3164.0,-4148.0,1.0
14456.0,-9092.0,2492.0,931.0,160.0,4022.0,1.0
14584.0,-15160.0,-16052.0,-2417.0,-1115.0,-4372.0,1.0
11284.0,932.0,1652.0,3642.0,6772.0,-336.0,1.0
13920.0,-10536.0,-9352.0,1080.0,-15383.0,8435.0,1.0
15028.0,-6936.0,-16268.0,554.0,13035.0,-2461.0,1.0
12340.0,-11232.0,5624.0,-2968.0,-8453.0,2635.0,1.0
13404.0,-7932.0,-20716.0,-226.0,3691.0,-7130.0,1.0
14164.0,-5148.0,3956.0,6106.0,9629.0,-279.0,1.0
13064.0,-11732.0,-9832.0,-1946.0,-12909.0,3031.0,1.0
14980.0,-3520.0,-18388.0,2347.0,15207.0,-6265.0,1.0
14428.0,-9844.0,9564.0,-1911.0,-2324.0,1649.0,1.0
9348.0,-12624.0,-17052.0,-2469.0,-15835.0,5926.0,1.0
15284.0,-7504.0,-11476.0,197.0,17813.0,-6489.0,1.0
11676.0,-3760.0,5300.0,-4012.0,-14413.0,5581.0,1.0
13800.0,-10796.0,-21568.0,-1413.0,191.0,-3818.0,1.0
14400.0,-1808.0,-1488.0,3967.0,13148.0,677.0,1.0
10484.0,-6192.0,1324.0,-3324.0,-16271.0,6334.0,1.0
16240.0,-8656.0,-25440.0,2456.0,6916.0,-4885.0,1.0
16864.0,-3068.0,3720.0,6899.0,22185.0,-1796.0,1.0
9624.0,-8928.0,4584.0,-4054.0,-24417.0,8066.0,1.0
17884.0,-9260.0,-28444.0,3157.0,7431.0,-3894.0,1.0
13332.0,-5696.0,3592.0,952.0,14535.0,1826.0,1.0
13772.0,-5072.0,-1204.0,-4552.0,-21415.0,6191.0,1.0
2764.0,-21168.0,-25308.0,-2056.0,-4005.0,1294.0,1.0
12548.0,-7080.0,-2960.0,6094.0,22746.0,-9743.0,1.0
10524.0,3624.0,7560.0,-3235.0,-15020.0,6806.0,1.0
10616.0,-14132.0,-23404.0,-1640.0,-5430.0,-3600.0,1.0
14444.0,-8016.0,-10992.0,7343.0,22249.0,-2604.0,1.0
11628.0,-9180.0,4108.0,-8096.0,-16764.0,6211.0,1.0
16744.0,-4748.0,-20020.0,200.0,4733.0,-5879.0,1.0
12136.0,-8324.0,3496.0,1585.0,2631.0,4403.0,1.0
9308.0,-17000.0,-13984.0,-931.0,-5001.0,-4640.0,1.0
15924.0,-4124.0,-8288.0,-437.0,8795.0,-1792.0,1.0
12956.0,-8044.0,-2948.0,-405.0,-7212.0,4677.0,1.0
14100.0,-7036.0,-13396.0,-1219.0,4297.0,-5583.0,1.0
12704.0,-6564.0,584.0,1154.0,-280.0,4274.0,1.0
12052.0,-11796.0,-10976.0,87.0,-11089.0,7368.0,1.0
16648.0,-11364.0,-15940.0,-1712.0,13350.0,-7151.0,1.0
12936.0,-7016.0,4944.0,-3013.0,-7820.0,3811.0,1.0
12764.0,-15168.0,-17464.0,-1633.0,-4297.0,-172.0,1.0
11856.0,-5080.0,-8344.0,1835.0,14313.0,-3042.0,1.0
11124.0,-6964.0,6468.0,-4459.0,-15682.0,4176.0,1.0
11512.0,-15092.0,-24768.0,2099.0,-822.0,372.0,1.0
12936.0,-5440.0,-3028.0,4062.0,18094.0,-3500.0,1.0
10528.0,-5012.0,3544.0,-3101.0,-19729.0,6087.0,1.0
13824.0,-12424.0,-24180.0,1258.0,4434.0,-3629.0,1.0
14084.0,-5804.0,3112.0,5156.0,9156.0,2759.0,1.0
11092.0,-8044.0,-7772.0,-1653.0,-17358.0,5369.0,1.0
14824.0,-9420.0,-16308.0,-768.0,9468.0,-1437.0,1.0
11940.0,-11356.0,3720.0,2041.0,-2260.0,3982.0,1.0
11208.0,-7004.0,-15284.0,-2449.0,-9926.0,2455.0,1.0
12324.0,-11160.0,-13956.0,546.0,15579.0,-6548.0,1.0
11996.0,-6644.0,5772.0,-1654.0,-6827.0,2321.0,1.0
9496.0,-14000.0,-21012.0,-2829.0,-9768.0,859.0,1.0
14720.0,-6976.0,-9568.0,2644.0,15695.0,-3765.0,1.0
8224.0,-9112.0,3788.0,-3386.0,-11591.0,3622.0,1.0
14308.0,-9252.0,-20788.0,926.0,2900.0,-3333.0,1.0
11464.0,-6896.0,2352.0,2929.0,4339.0,1945.0,1.0
13328.0,-14960.0,-13912.0,-1364.0,-6546.0,1812.0,1.0
13120.0,-5612.0,-6764.0,247.0,8287.0,-1148.0,1.0
10764.0,-10464.0,-5416.0,-2403.0,-9630.0,2307.0,1.0
12712.0,-12436.0,-16804.0,875.0,6167.0,-4410.0,1.0
13516.0,-9164.0,3476.0,381.0,3104.0,-1158.0,1.0
12528.0,-5404.0,-12812.0,-2286.0,-9981.0,3467.0,1.0
12108.0,-12592.0,-14968.0,369.0,8932.0,-1820.0,0.0
10096.0,-8456.0,5676.0,96.0,-2664.0,1026.0,0.0
11812.0,-10048.0,-14576.0,-368.0,-10894.0,3173.0,0.0
13852.0,-8856.0,-16224.0,2367.0,13789.0,-3816.0,0.0
10680.0,-10080.0,6164.0,-1346.0,-3481.0,1135.0,0.0
11188.0,-7660.0,-15776.0,-907.0,-10938.0,2316.0,0.0
13612.0,-10220.0,-15528.0,2141.0,13262.0,-1776.0,0.0
10396.0,-10996.0,4088.0,-2966.0,-6852.0,2598.0,0.0
11484.0,-11772.0,-17216.0,-1556.0,-3640.0,-185.0,0.0
11456.0,-7720.0,-8068.0,1643.0,8874.0,-2149.0,0.0
11828.0,-8948.0,-3660.0,-1994.0,-1180.0,-605.0,0.0
13208.0,-9700.0,-11292.0,-899.0,509.0,-1945.0,0.0
13624.0,-9504.0,-8120.0,-1411.0,3983.0,-970.0,0.0
12632.0,-8432.0,-5892.0,-2432.0,1350.0,-1236.0,0.0
12800.0,-9236.0,-7748.0,-1662.0,247.0,-397.0,0.0
12444.0,-7224.0,-7948.0,-2485.0,-524.0,-174.0,0.0
12952.0,-8644.0,-7692.0,-2734.0,-1675.0,1290.0,0.0
13392.0,-9748.0,-8608.0,-1514.0,-1427.0,470.0,0.0
13176.0,-9484.0,-9104.0,-432.0,-177.0,-588.0,0.0
13364.0,-8180.0,-8804.0,-927.0,272.0,-880.0,0.0
13056.0,-9032.0,-9068.0,-789.0,1068.0,-706.0,0.0
12956.0,-8184.0,-8388.0,-129.0,1222.0,-575.0,0.0
13088.0,-8100.0,-8604.0,-6.0,1299.0,-553.0,0.0
13288.0,-8696.0,-8308.0,-107.0,1656.0,-879.0,0.0
13652.0,-7956.0,-7828.0,-579.0,1134.0,-307.0,0.0
13552.0,-8392.0,-8148.0,-1011.0,884.0,-469.0,0.0
13784.0,-7944.0,-7332.0,-369.0,321.0,-694.0,0.0
13456.0,-7916.0,-7480.0,-662.0,-728.0,-381.0,0.0
13508.0,-7540.0,-8128.0,-364.0,-748.0,-609.0,0.0
12956.0,-7332.0,-8068.0,-286.0,-650.0,82.0,0.0
13096.0,-7960.0,-8016.0,-299.0,-1290.0,523.0,0.0
13284.0,-8212.0,-8524.0,-453.0,-1078.0,-70.0,0.0
13368.0,-7888.0,-8588.0,83.0,-328.0,-55.0,0.0
13252.0,-8056.0,-8412.0,-714.0,-1179.0,-275.0,0.0
13240.0,-7720.0,-8916.0,-1343.0,-1636.0,-548.0,0.0
13128.0,-7476.0,-8936.0,-1502.0,-853.0,-110.0,0.0
12724.0,-7532.0,-8888.0,-1540.0,-597.0,159.0,0.0
12784.0,-7700.0,-9312.0,-1940.0,-1382.0,275.0,0.0
12780.0,-7608.0,-9604.0,-1112.0,-1134.0,400.0,0.0
12968.0,-7284.0,-9420.0,-175.0,-569.0,1318.0,0.0
13080.0,-8156.0,-9804.0,-108.0,-274.0,825.0,0.0
12976.0,-8136.0,-9452.0,-311.0,-167.0,542.0,0.0
12740.0,-7704.0,-9140.0,-873.0,-320.0,-155.0,0.0
12672.0,-7604.0,-9536.0,-524.0,-212.0,-81.0,0.0
12628.0,-7532.0,-9648.0,-1423.0,-130.0,-442.0,0.0
12808.0,-7444.0,-9572.0,-1971.0,-197.0,-163.0,0.0
12880.0,-7432.0,-9756.0,-1644.0,-233.0,-321.0,0.0
12784.0,-6840.0,-9980.0,-1459.0,-300.0,-190.0,0.0
12860.0,-7544.0,-9768.0,-1054.0,-143.0,316.0,0.0
12792.0,-7096.0,-9680.0,-999.0,-225.0,43.0,0.0
12568.0,-7004.0,-10040.0,-847.0,-372.0,101.0,0.0
12692.0,-7384.0,-10452.0,-945.0,-409.0,309.0,0.0
12732.0,-7000.0,-10420.0,-789.0,-63.0,218.0,0.0
12560.0,-6968.0,-9988.0,-1065.0,8.0,345.0,0.0
12496.0,-7220.0,-9996.0,-1088.0,-195.0,236.0,0.0
12592.0,-7056.0,-10044.0,-555.0,-22.0,-109.0,0.0
12772.0,-6936.0,-9912.0,-636.0,226.0,16.0,0.0
12820.0,-7396.0,-10204.0,-352.0,199.0,133.0,0.0
12596.0,-6720.0,-10508.0,-609.0,-179.0,-198.0,0.0
12544.0,-6880.0,-10020.0,-627.0,-346.0,162.0,0.0
12864.0,-7052.0,-10116.0,-648.0,-139.0,-40.0,0.0
12908.0,-7336.0,-10108.0,-619.0,-421.0,-133.0,0.0
12712.0,-6416.0,-10304.0,-1011.0,-453.0,-438.0,0.0
12956.0,-7052.0,-10608.0,-1151.0,-267.0,-530.0,0.0
