aX,aY,aZ,gX,gY,gZ,Result
12828.0,-6740.0,-10264.0,-1525.0,-78.0,-882.0,0.0
12888.0,-7044.0,-10184.0,-1516.0,-396.0,-1145.0,0.0
12784.0,-5712.0,-11104.0,-1360.0,-327.0,-688.0,0.0
12564.0,-6196.0,-10776.0,-579.0,19.0,-212.0,0.0
12736.0,-6204.0,-10416.0,-780.0,-349.0,-291.0,0.0
13012.0,-6180.0,-11068.0,-768.0,75.0,-221.0,0.0
12720.0,-5812.0,-10428.0,-1018.0,-2.0,-393.0,0.0
12840.0,-6156.0,-11024.0,-1085.0,-240.0,-510.0,0.0
12988.0,-6404.0,-10508.0,-1625.0,54.0,-1164.0,0.0
13204.0,-5008.0,-10784.0,-1625.0,141.0,-1176.0,0.0
12892.0,-6040.0,-11048.0,-1190.0,-66.0,-880.0,0.0
13132.0,-4980.0,-11024.0,-716.0,-293.0,-451.0,0.0
13112.0,-5088.0,-11296.0,-616.0,-249.0,-155.0,0.0
13004.0,-5016.0,-11368.0,-506.0,-172.0,-5.0,1.0
13136.0,-5788.0,-11044.0,-324.0,-153.0,476.0,1.0
12868.0,-4900.0,-10764.0,-402.0,134.0,153.0,1.0
12968.0,-5264.0,-11132.0,-229.0,-292.0,-24.0,1.0
13344.0,-5628.0,-11268.0,-447.0,-124.0,-136.0,1.0
12976.0,-5136.0,-11004.0,-323.0,-508.0,108.0,1.0
12880.0,-5064.0,-11128.0,-506.0,-721.0,-83.0,1.0
12872.0,-5680.0,-11584.0,112.0,-509.0,316.0,1.0
12440.0,-5356.0,-12124.0,610.0,-290.0,4.0,1.0
12948.0,-5212.0,-12236.0,2579.0,2888.0,-1626.0,1.0
13716.0,-5404.0,-9916.0,3177.0,1533.0,644.0,1.0
13308.0,-5020.0,-9972.0,1207.0,494.0,642.0,1.0
13012.0,-6908.0,-11032.0,1830.0,167.0,645.0,1.0
12756.0,-5708.0,-11272.0,2591.0,242.0,1981.0,1.0
13696.0,-3888.0,-10580.0,12432.0,-2519.0,7433.0,1.0
9800.0,-13856.0,-14272.0,13778.0,-354.0,8422.0,1.0
16724.0,-300.0,3780.0,-5565.0,8650.0,-8890.0,1.0
12020.0,-6676.0,-12008.0,8764.0,-16596.0,10458.0,1.0
13296.0,-3044.0,-11672.0,-3565.0,17680.0,-4734.0,1.0
10200.0,-12520.0,-144.0,7629.0,-9147.0,5135.0,1.0
13840.0,-4408.0,-15236.0,-188.0,2403.0,-3176.0,1.0
13116.0,-12176.0,2168.0,1063.0,4514.0,1531.0,1.0
9788.0,-9344.0,-11232.0,1133.0,-13160.0,1697.0,1.0
15368.0,-5996.0,-14220.0,-1371.0,14273.0,-12362.0,1.0
13544.0,-8992.0,5616.0,2525.0,-9242.0,7054.0,1.0
14404.0,-9996.0,-18680.0,-31.0,1507.0,-7529.0,1.0
15020.0,-5112.0,96.0,8240.0,3951.0,7722.0,1.0
6252.0,-11176.0,-7968.0,-310.0,-19803.0,9858.0,1.0
14012.0,-6296.0,-19412.0,-551.0,15040.0,-3395.0,1.0
8944.0,-9148.0,6836.0,-3498.0,-8706.0,6882.0,1.0
10624.0,-14300.0,-20012.0,-7426.0,1480.0,-7443.0,1.0
16988.0,-4804.0,-1192.0,4527.0,18181.0,-4327.0,1.0
10568.0,-9548.0,-1728.0,-5036.0,-14946.0,6609.0,1.0
15096.0,-10088.0,-19092.0,2864.0,11776.0,-9149.0,1.0
13536.0,-7380.0,5264.0,1205.0,1041.0,4653.0,1.0
14960.0,-11880.0,-15716.0,-4420.0,89.0,-3486.0,1.0
13624.0,-8412.0,1584.0,7576.0,3493.0,4001.0,1.0
17400.0,-540.0,-4284.0,-3813.0,-21998.0,17451.0,1.0
8964.0,-20592.0,-21472.0,-3127.0,10799.0,-7345.0,1.0
12016.0,-7756.0,5564.0,69.0,781.0,-1556.0,1.0
7648.0,-8356.0,-11412.0,-8351.0,-10166.0,-4891.0,1.0
12920.0,-7756.0,-14972.0,8050.0,15161.0,-5856.0,1.0
10448.0,-4864.0,6436.0,1565.0,-8803.0,10389.0,1.0
9404.0,-19976.0,-22960.0,-4766.0,-1400.0,-5150.0,1.0
15428.0,-6124.0,-3704.0,10305.0,13400.0,14.0,1.0
9364.0,-7504.0,1640.0,-4086.0,-15780.0,8359.0,1.0
15068.0,-13616.0,-18212.0,2307.0,9211.0,-7555.0,1.0
10932.0,-3752.0,-260.0,-738.0,-6893.0,9638.0,1.0
-1752.0,-31528.0,-10444.0,-8378.0,-14687.0,3554.0,1.0
13456.0,-7380.0,-15400.0,-2600.0,20699.0,-14515.0,1.0
9640.0,-5280.0,5260.0,-8234.0,-9987.0,1652.0,1.0
10564.0,-4072.0,-18756.0,9168.0,-1212.0,-730.0,1.0
10536.0,-13380.0,-8604.0,-1084.0,14954.0,-4320.0,1.0
10356.0,-13772.0,-3008.0,-5555.0,1196.0,-1311.0,1.0
12792.0,-8100.0,-10304.0,2293.0,-12872.0,7828.0,1.0
13228.0,-3440.0,-16816.0,-2891.0,12872.0,-10355.0,1.0
10516.0,-10984.0,5772.0,1892.0,149.0,-1803.0,1.0
6824.0,-12348.0,-14060.0,-4448.0,-18034.0,4362.0,1.0
11364.0,-9564.0,-18332.0,596.0,22275.0,-11418.0,1.0
11316.0,-4280.0,10176.0,-3196.0,-16934.0,6757.0,1.0
9540.0,-18584.0,-23748.0,-3552.0,-1293.0,-5009.0,1.0
13004.0,-6696.0,-5816.0,329.0,22189.0,-7360.0,1.0
10276.0,-7012.0,228.0,-10996.0,-20423.0,4573.0,1.0
10576.0,-11724.0,-25156.0,1886.0,7313.0,-3500.0,1.0
14444.0,-4652.0,3916.0,7665.0,23550.0,-1800.0,1.0
11128.0,-6728.0,-704.0,-4587.0,-23320.0,7052.0,1.0
12616.0,-6968.0,-24596.0,3366.0,7413.0,-3041.0,0.0
15816.0,-10732.0,4808.0,2390.0,18496.0,-1516.0,0.0
10836.0,-8508.0,-2544.0,-5883.0,-20973.0,4275.0,0.0
13268.0,-10136.0,-23032.0,1737.0,9382.0,-5623.0,0.0
15096.0,-6280.0,6484.0,6520.0,16008.0,-3466.0,0.0
11360.0,-9240.0,-1212.0,-7158.0,-25985.0,7637.0,0.0
11136.0,-11304.0,-27260.0,3832.0,11131.0,-6520.0,0.0
14080.0,-5652.0,1980.0,3299.0,23717.0,-4423.0,0.0
9864.0,-11332.0,5748.0,-8626.0,-26831.0,6341.0,0.0
13380.0,-10724.0,-25244.0,2957.0,3142.0,-4806.0,0.0
14728.0,-4976.0,-780.0,5655.0,20928.0,-4657.0,0.0
9132.0,-9560.0,2524.0,-5423.0,-20947.0,6060.0,0.0
8500.0,-13932.0,-22236.0,201.0,-4274.0,1773.0,0.0
15488.0,-5856.0,-8808.0,5384.0,20396.0,-5704.0,0.0
12328.0,-7800.0,9148.0,-4837.0,-14853.0,4921.0,0.0
8828.0,-14424.0,-22304.0,-1728.0,-7875.0,-619.0,0.0
14748.0,-6852.0,-10208.0,3769.0,21628.0,-4023.0,0.0
9392.0,-9272.0,6320.0,-7002.0,-15367.0,4349.0,0.0
11380.0,-8932.0,-19340.0,-532.0,-2746.0,-108.0,0.0
13476.0,-8868.0,-5804.0,3426.0,15003.0,-1026.0,0.0
11600.0,-10924.0,1640.0,-5265.0,-9098.0,-121.0,0.0
11780.0,-7476.0,-14396.0,-1758.0,-3994.0,633.0,0.0
13772.0,-7608.0,-11576.0,-5160.0,1358.0,1940.0,0.0
12424.0,-12092.0,-4660.0,-791.0,4336.0,-1414.0,0.0
11824.0,-6888.0,-6368.0,-65.0,-8528.0,3122.0,0.0
11148.0,-12560.0,-16400.0,58.0,1119.0,1698.0,0.0
12472.0,-11256.0,-4428.0,632.0,5601.0,-1652.0,0.0
10844.0,-8988.0,-5380.0,-2275.0,-585.0,-1518.0,0.0
11188.0,-8704.0,-11596.0,-3967.0,-131.0,-1017.0,0.0
12380.0,-10060.0,-9984.0,-4491.0,4670.0,-1202.0,0.0
12792.0,-10480.0,-5840.0,-654.0,1557.0,68.0,0.0
13044.0,-7720.0,-7568.0,-2492.0,-773.0,-960.0,0.0
12512.0,-8752.0,-9284.0,-1125.0,-575.0,195.0,0.0
12372.0,-8900.0,-8012.0,-828.0,474.0,5.0,0.0
12636.0,-9704.0,-7940.0,-258.0,-158.0,-156.0,0.0
12976.0,-8768.0,-8628.0,-172.0,-1291.0,402.0,0.0
12664.0,-9460.0,-9476.0,-347.0,-225.0,-645.0,0.0
12664.0,-8828.0,-9568.0,233.0,-82.0,-71.0,0.0
12448.0,-8840.0,-8952.0,-441.0,762.0,-554.0,0.0
12352.0,-8364.0,-8220.0,-14.0,379.0,-109.0,0.0
12440.0,-8424.0,-8012.0,-705.0,-121.0,-43.0,0.0
12144.0,-8180.0,-8520.0,-183.0,-80.0,-334.0,0.0
12636.0,-8124.0,-8716.0,-348.0,-578.0,454.0,0.0
12428.0,-9392.0,-8856.0,-85.0,139.0,394.0,0.0
12580.0,-8936.0,-8256.0,-606.0,-255.0,-96.0,0.0
12832.0,-8848.0,-8924.0,-781.0,-347.0,-429.0,0.0
12812.0,-8880.0,-8920.0,25.0,-208.0,-159.0,0.0
12424.0,-8276.0,-8496.0,-320.0,394.0,-127.0,0.0
12408.0,-8896.0,-8568.0,-200.0,-146.0,-100.0,0.0
12664.0,-8424.0,-9080.0,-575.0,-490.0,-57.0,0.0
12636.0,-8964.0,-9608.0,-748.0,506.0,-379.0,0.0
12696.0,-8296.0,-9024.0,-478.0,1319.0,-478.0,0.0
12964.0,-8516.0,-8404.0,-1087.0,1255.0,26.0,0.0
13156.0,-8844.0,-8116.0,-1097.0,1413.0,-563.0,0.0
13020.0,-8544.0,-8244.0,-1702.0,746.0,-708.0,0.0
13160.0,-8516.0,-8304.0,-1381.0,627.0,-529.0,0.0
13104.0,-7992.0,-8324.0,-1037.0,734.0,-719.0,0.0
12916.0,-7928.0,-8264.0,-1431.0,309.0,-825.0,0.0
12936.0,-7536.0,-8440.0,-1690.0,-171.0,-644.0,0.0
13192.0,-8048.0,-8816.0,-1770.0,-43.0,-906.0,0.0
13332.0,-7672.0,-8872.0,-1678.0,175.0,-865.0,0.0
13516.0,-7396.0,-9204.0,-1992.0,469.0,-1311.0,0.0
13624.0,-6720.0,-9164.0,-1821.0,1473.0,-1203.0,0.0
13432.0,-6968.0,-8580.0,-1425.0,1027.0,-266.0,0.0
13400.0,-6304.0,-8588.0,-1387.0,342.0,-211.0,0.0
13852.0,-6860.0,-8952.0,-1263.0,346.0,14.0,0.0
13616.0,-7056.0,-8864.0,-434.0,1578.0,296.0,0.0
14136.0,-6328.0,-8376.0,-441.0,1518.0,428.0,0.0
14052.0,-7184.0,-7984.0,-305.0,1823.0,464.0,0.0
13864.0,-6664.0,-7860.0,-1038.0,524.0,-2.0,0.0
13796.0,-6580.0,-8352.0,-814.0,-37.0,825.0,0.0
13692.0,-7704.0,-8524.0,-1506.0,267.0,225.0,0.0
13812.0,-6884.0,-7964.0,-1461.0,19.0,-151.0,0.0
13536.0,-7272.0,-8224.0,-1495.0,-105.0,-591.0,0.0
13696.0,-6392.0,-8440.0,-1483.0,131.0,-1062.0,0.0
14008.0,-6704.0,-8632.0,-1408.0,347.0,-701.0,0.0
14252.0,-5564.0,-8448.0,-2071.0,-256.0,-843.0,0.0
14052.0,-6520.0,-8628.0,-391.0,-545.0,433.0,0.0
14032.0,-6344.0,-8616.0,-914.0,-372.0,-389.0,0.0
14288.0,-6440.0,-8836.0,-980.0,-523.0,-264.0,0.0
14352.0,-5892.0,-9012.0,-916.0,-139.0,-270.0,0.0
13996.0,-6116.0,-8756.0,-1027.0,-133.0,-270.0,0.0
14164.0,-6208.0,-8884.0,-468.0,-217.0,175.0,0.0
14080.0,-6204.0,-8784.0,-337.0,161.0,-311.0,0.0
14116.0,-6112.0,-8796.0,-138.0,-164.0,-105.0,0.0
13948.0,-6016.0,-9028.0,-599.0,-315.0,-533.0,0.0
13768.0,-5548.0,-9288.0,-718.0,-192.0,-230.0,0.0
13960.0,-6196.0,-9108.0,-563.0,-4.0,222.0,0.0
13780.0,-5716.0,-8828.0,-617.0,-215.0,-288.0,0.0
13596.0,-6000.0,-9224.0,-310.0,-357.0,61.0,0.0
13848.0,-6076.0,-8652.0,-143.0,-420.0,341.0,0.0
14076.0,-5584.0,-9200.0,-385.0,-577.0,47.0,0.0
14384.0,-5876.0,-9376.0,-452.0,-512.0,221.0,0.0
14340.0,-6272.0,-9456.0,-232.0,-5.0,145.0,0.0
14080.0,-6132.0,-8932.0,-322.0,-100.0,-152.0,0.0
13908.0,-5572.0,-9012.0,-233.0,-392.0,261.0,0.0
13748.0,-5824.0,-9220.0,-412.0,-116.0,-128.0,0.0
13812.0,-5760.0,-9000.0,-162.0,-62.0,459.0,0.0
13924.0,-5932.0,-8832.0,76.0,-284.0,404.0,0.0
13768.0,-6168.0,-9312.0,-209.0,-221.0,-201.0,0.0
13888.0,-5812.0,-9096.0,-40.0,-407.0,249.0,0.0
13952.0,-6124.0,-9172.0,-87.0,-431.0,74.0,0.0
14032.0,-5844.0,-9416.0,-600.0,-304.0,-204.0,0.0
13840.0,-6092.0,-9372.0,-299.0,-362.0,80.0,0.0
13784.0,-5964.0,-9048.0,11.0,-474.0,421.0,0.0
13680.0,-5772.0,-9372.0,-533.0,-591.0,-101.0,0.0
13784.0,-5728.0,-9508.0,-283.0,-588.0,169.0,0.0
13816.0,-6116.0,-9032.0,40.0,-704.0,612.0,0.0
13884.0,-6224.0,-9280.0,-334.0,-505.0,33.0,0.0
13948.0,-6420.0,-9612.0,93.0,-299.0,273.0,0.0
13948.0,-5688.0,-9268.0,30.0,214.0,397.0,0.0
13680.0,-5820.0,-9268.0,-333.0,-193.0,54.0,0.0
13488.0,-6356.0,-9400.0,-332.0,-371.0,10.0,0.0
13840.0,-6112.0,-9364.0,22.0,-237.0,318.0,0.0
13372.0,-5696.0,-9124.0,-146.0,-303.0,330.0,0.0
13516.0,-6152.0,-9468.0,-299.0,-814.0,405.0,0.0
13396.0,-6516.0,-9696.0,-364.0,-860.0,172.0,0.0
13612.0,-6404.0,-9820.0,-55.0,-378.0,232.0,0.0
13428.0,-5860.0,-9724.0,-216.0,-346.0,383.0,0.0
13260.0,-6708.0,-9848.0,-245.0,-548.0,100.0,0.0
13552.0,-5844.0,-9788.0,-231.0,-440.0,301.0,0.0
13196.0,-6444.0,-10052.0,-447.0,-353.0,364.0,0.0
13384.0,-6364.0,-9464.0,-193.0,-359.0,671.0,0.0
13336.0,-6440.0,-9544.0,-341.0,-459.0,342.0,0.0
13180.0,-6608.0,-9824.0,-400.0,-603.0,199.0,0.0
13136.0,-6256.0,-9992.0,-352.0,-549.0,416.0,0.0
12948.0,-6528.0,-9964.0,-418.0,-644.0,466.0,0.0
13164.0,-6720.0,-9976.0,-366.0,-800.0,567.0,0.0
13056.0,-6572.0,-10020.0,-79.0,-364.0,461.0,0.0
13176.0,-6484.0,-10028.0,-90.0,-414.0,483.0,0.0
12920.0,-6892.0,-10236.0,-129.0,-436.0,127.0,0.0
12896.0,-6568.0,-10164.0,94.0,-437.0,555.0,0.0
12960.0,-6996.0,-10388.0,98.0,-336.0,393.0,0.0
12908.0,-6852.0,-10256.0,161.0,-133.0,378.0,0.0
12908.0,-7128.0,-10440.0,-396.0,34.0,59.0,0.0
12924.0,-6984.0,-10224.0,91.0,-20.0,81.0,0.0
12624.0,-6700.0,-10088.0,57.0,-83.0,327.0,0.0
12780.0,-7052.0,-10092.0,66.0,-245.0,410.0,0.0
12712.0,-7088.0,-9988.0,-238.0,-283.0,124.0,0.0
12908.0,-6488.0,-10284.0,-243.0,-179.0,227.0,0.0
12792.0,-7576.0,-10024.0,-137.0,-9.0,200.0,0.0
12776.0,-7084.0,-10032.0,49.0,-195.0,113.0,0.0
12732.0,-7080.0,-9996.0,-98.0,-161.0,-119.0,0.0
12724.0,-7164.0,-10280.0,-28.0,-191.0,-129.0,0.0
12728.0,-7104.0,-10436.0,-145.0,-202.0,81.0,0.0
12612.0,-7476.0,-10260.0,-1.0,-48.0,71.0,1.0
12588.0,-6980.0,-10056.0,-69.0,15.0,-47.0,1.0
12524.0,-6736.0,-10060.0,-244.0,-338.0,2.0,1.0
12592.0,-6900.0,-10084.0,-161.0,-573.0,290.0,1.0
12512.0,-7156.0,-10852.0,-489.0,-1073.0,68.0,1.0
12796.0,-7328.0,-11040.0,139.0,-1178.0,734.0,1.0
14052.0,-7616.0,-11604.0,370.0,-1927.0,740.0,1.0
14844.0,-10852.0,-20552.0,8211.0,-1583.0,721.0,1.0
11016.0,-5372.0,-5916.0,15778.0,32767.0,-20448.0,1.0
11448.0,-2780.0,18848.0,5523.0,-32652.0,15206.0,1.0
6280.0,-18188.0,-27720.0,7898.0,-10850.0,5397.0,1.0
13728.0,-7612.0,-3468.0,10226.0,14807.0,-342.0,1.0
6184.0,-9096.0,-1904.0,-2769.0,-6490.0,864.0,1.0
14544.0,-12608.0,-16028.0,1181.0,7363.0,-9554.0,1.0
19116.0,-4784.0,3884.0,486.0,-8034.0,8902.0,1.0
4628.0,-21968.0,-12436.0,-918.0,-10507.0,288.0,1.0
19672.0,-3264.0,-9596.0,4684.0,12265.0,-6389.0,1.0
9904.0,-6252.0,1060.0,-5183.0,-11499.0,7325.0,1.0
16220.0,-14964.0,-14868.0,-563.0,7577.0,-8035.0,1.0
15968.0,-2244.0,6528.0,3458.0,-2415.0,7568.0,1.0
4660.0,-16124.0,-12352.0,-3851.0,-15258.0,3375.0,1.0
14940.0,-8216.0,-16980.0,-2959.0,13428.0,-4374.0,1.0
7656.0,-12228.0,1940.0,-6212.0,-8835.0,4418.0,1.0
13712.0,-11016.0,-16784.0,-1664.0,3178.0,-5155.0,1.0
13872.0,-7328.0,-1260.0,4488.0,6478.0,1008.0,1.0
10552.0,-12560.0,-9964.0,-333.0,-4114.0,-1541.0,1.0
14944.0,-10260.0,-15912.0,-566.0,18187.0,-11761.0,1.0
19656.0,-2156.0,12576.0,-2685.0,8949.0,-1032.0,1.0
7968.0,-5340.0,-9716.0,-4115.0,-27039.0,10570.0,1.0
16052.0,-11800.0,-18272.0,1053.0,12860.0,-6615.0,1.0
18952.0,-6176.0,5348.0,2954.0,5505.0,4208.0,1.0
5360.0,-16148.0,-7076.0,309.0,-19877.0,5331.0,1.0
15772.0,-5620.0,-13212.0,2657.0,12919.0,-4560.0,1.0
11388.0,-6488.0,2860.0,-352.0,-6330.0,6323.0,1.0
12156.0,-20876.0,-15788.0,-816.0,-1370.0,-4178.0,1.0
10152.0,-2596.0,-9592.0,-1669.0,23928.0,-9494.0,1.0
11692.0,-7960.0,6280.0,-3283.0,-22580.0,13045.0,1.0
11132.0,-18212.0,-21260.0,333.0,5872.0,-7995.0,1.0
18432.0,-652.0,952.0,3624.0,13961.0,-3202.0,1.0
6480.0,-10052.0,-2772.0,-4098.0,-15830.0,7345.0,1.0
17320.0,-11588.0,-12668.0,3724.0,8481.0,-6651.0,1.0
13944.0,-1016.0,1380.0,-1921.0,-4998.0,8167.0,1.0
14568.0,-11780.0,3480.0,-8275.0,-31351.0,18767.0,1.0
6712.0,-17224.0,-32456.0,6484.0,12338.0,-14841.0,1.0
16204.0,-1136.0,4876.0,1367.0,21766.0,-6697.0,1.0
2040.0,-6608.0,1552.0,-5066.0,-27242.0,11147.0,1.0
12452.0,-12640.0,-20648.0,3311.0,-1238.0,-2082.0,1.0
12740.0,-7212.0,-6456.0,-775.0,4510.0,178.0,1.0
15128.0,-13128.0,1916.0,-3902.0,-21065.0,10255.0,1.0
2512.0,-17672.0,-26360.0,4386.0,-713.0,-5512.0,1.0
16584.0,-4644.0,-5616.0,4198.0,23256.0,-10142.0,1.0
5716.0,-5252.0,4504.0,-3764.0,-15911.0,6524.0,1.0
9648.0,-18016.0,-21804.0,1397.0,647.0,-2927.0,1.0
15108.0,-4220.0,-5392.0,2883.0,8399.0,-2213.0,1.0
7576.0,-12896.0,-5568.0,-1880.0,-2191.0,-3941.0,1.0
10460.0,-9892.0,-13332.0,1091.0,12406.0,-12533.0,1.0
14832.0,-2440.0,-1112.0,-1770.0,-14724.0,14088.0,1.0
3008.0,-27140.0,-17080.0,-3557.0,-15947.0,2502.0,1.0
19164.0,-8016.0,-13388.0,5636.0,20913.0,-11294.0,1.0
12572.0,-5056.0,4820.0,-4142.0,-4151.0,4887.0,1.0
7120.0,-9536.0,-13912.0,-2413.0,-4609.0,-3456.0,1.0
14196.0,-9432.0,-9276.0,4581.0,13152.0,-1802.0,1.0
15328.0,-6240.0,4204.0,-1267.0,-20315.0,10993.0,1.0
3424.0,-21748.0,-19048.0,-2817.0,-7710.0,-1461.0,1.0
15844.0,-9976.0,-11436.0,7498.0,20475.0,-10865.0,1.0
10556.0,-1552.0,4956.0,-4851.0,-357.0,-1728.0,1.0
7524.0,-17680.0,-16840.0,3272.0,-5746.0,-1499.0,1.0
15356.0,-6688.0,-10672.0,646.0,16181.0,-6584.0,1.0
14472.0,-5684.0,4848.0,-1755.0,-23971.0,16031.0,1.0
5208.0,-23972.0,-19320.0,5612.0,-7000.0,-5458.0,1.0
15884.0,-1956.0,-7120.0,2854.0,20279.0,-6939.0,1.0
7184.0,-8604.0,-20.0,-6692.0,-17139.0,5545.0,1.0
10224.0,-13012.0,-19596.0,574.0,9201.0,-6552.0,1.0
14572.0,-6024.0,-3476.0,4982.0,16312.0,-1204.0,1.0
9048.0,-8052.0,-1868.0,-4978.0,-27711.0,14471.0,1.0
11296.0,-17884.0,-22472.0,12989.0,8115.0,-9895.0,1.0
14428.0,-4572.0,-1780.0,-3373.0,14370.0,-4991.0,1.0
6340.0,-11732.0,-1048.0,-4281.0,-20159.0,8506.0,1.0
12304.0,-12660.0,-19420.0,2856.0,7925.0,-6207.0,1.0
13788.0,-7164.0,3192.0,-2218.0,12138.0,-4726.0,1.0
10000.0,-9508.0,-6280.0,318.0,-23842.0,10944.0,1.0
10772.0,-18228.0,-21064.0,-2069.0,9104.0,-5361.0,1.0
11976.0,-6348.0,-1412.0,2054.0,9417.0,-10.0,1.0
7760.0,-7980.0,-2264.0,-4599.0,-16230.0,5940.0,1.0
10808.0,-14328.0,-20320.0,1458.0,13514.0,-8660.0,1.0
14368.0,-5292.0,5072.0,4070.0,4199.0,2347.0,1.0
7332.0,-11644.0,-7616.0,-3961.0,-27636.0,12051.0,1.0
13148.0,-14568.0,-25416.0,2220.0,19882.0,-12222.0,1.0
11092.0,-3864.0,7872.0,-1577.0,5996.0,4336.0,1.0
3780.0,-10128.0,-5604.0,-5011.0,-31134.0,6983.0,1.0
12776.0,-10608.0,-23956.0,6947.0,13573.0,-5863.0,1.0
13132.0,-6112.0,4908.0,-3347.0,-1940.0,6281.0,1.0
8424.0,-16732.0,-15968.0,410.0,-11274.0,492.0,1.0
9824.0,-11728.0,-15312.0,3483.0,16644.0,-5912.0,1.0
11504.0,-7032.0,6652.0,-2753.0,-9473.0,4247.0,1.0
7056.0,-14696.0,-19012.0,643.0,-17085.0,6200.0,1.0
12028.0,-10852.0,-16620.0,5868.0,20797.0,-7087.0,1.0
10868.0,-4288.0,8368.0,-3206.0,-1848.0,1849.0,1.0
8476.0,-15164.0,-10032.0,-1608.0,-20728.0,8308.0,1.0
11320.0,-13920.0,-21052.0,3521.0,13707.0,-8663.0,1.0
14916.0,-9212.0,2040.0,-644.0,18698.0,-6266.0,1.0
8480.0,-5028.0,36.0,-5626.0,-22208.0,9502.0,1.0
5172.0,-16804.0,-21448.0,1333.0,-2545.0,-2460.0,1.0
12168.0,-7408.0,-8848.0,7601.0,25909.0,-9673.0,1.0
11692.0,-4028.0,9148.0,-4269.0,-11333.0,7729.0,1.0
4884.0,-18832.0,-15640.0,-3409.0,-25255.0,6688.0,1.0
12464.0,-11168.0,-25444.0,7027.0,24040.0,-14047.0,1.0
12952.0,-4872.0,10968.0,834.0,4923.0,1736.0,1.0
3780.0,-14864.0,-7032.0,-4759.0,-32534.0,11518.0,1.0
13520.0,-12668.0,-26116.0,8282.0,15710.0,-7731.0,1.0
13056.0,-3592.0,6844.0,-2698.0,3710.0,2522.0,1.0
4968.0,-16872.0,-7832.0,-1629.0,-24799.0,10794.0,1.0
13248.0,-11236.0,-24528.0,5951.0,17747.0,-11145.0,1.0
11312.0,-6360.0,7064.0,1642.0,7539.0,644.0,1.0
5488.0,-14132.0,-7092.0,-3034.0,-22610.0,6894.0,1.0
13332.0,-11360.0,-23484.0,4412.0,11861.0,-5712.0,1.0
10060.0,-5124.0,6212.0,-241.0,9985.0,75.0,0.0
7936.0,-10480.0,-1196.0,-8809.0,-32768.0,16609.0,0.0
10256.0,-17584.0,-29656.0,2451.0,11812.0,-8302.0,0.0
10792.0,-8896.0,2524.0,268.0,16531.0,-5476.0,0.0
7068.0,-8572.0,-1888.0,-5073.0,-16004.0,7055.0,0.0
9524.0,-12848.0,-18280.0,384.0,2502.0,-2133.0,0.0
11264.0,-10216.0,-5212.0,938.0,9309.0,-2044.0,0.0
11616.0,-10720.0,-4712.0,-1867.0,-1653.0,-265.0,0.0
10856.0,-11060.0,-11412.0,-3080.0,-992.0,-1650.0,0.0
11620.0,-9664.0,-9016.0,-1111.0,2494.0,-526.0,0.0
10592.0,-10496.0,-6440.0,-903.0,1277.0,384.0,0.0
10732.0,-10452.0,-7756.0,-1865.0,-1620.0,866.0,0.0
10860.0,-11064.0,-9552.0,-697.0,-372.0,1164.0,0.0
10968.0,-11240.0,-8444.0,-498.0,873.0,515.0,0.0
10836.0,-10768.0,-8004.0,-26.0,977.0,258.0,0.0
11160.0,-10700.0,-8276.0,-570.0,85.0,39.0,0.0
10876.0,-10476.0,-8664.0,-302.0,616.0,463.0,0.0
11032.0,-10968.0,-8244.0,-199.0,643.0,173.0,0.0
10880.0,-10900.0,-7640.0,-378.0,785.0,-151.0,0.0
10596.0,-10528.0,-7832.0,-306.0,131.0,71.0,0.0
10780.0,-10864.0,-8192.0,-77.0,376.0,-64.0,0.0
11416.0,-11020.0,-8364.0,-41.0,1827.0,-632.0,0.0
11008.0,-10660.0,-7668.0,-614.0,2122.0,-1113.0,0.0
11260.0,-10172.0,-7440.0,-386.0,956.0,-675.0,0.0
11856.0,-10704.0,-7656.0,173.0,784.0,-104.0,0.0
11556.0,-10964.0,-6752.0,283.0,-1178.0,865.0,0.0
11332.0,-10736.0,-7632.0,1368.0,-1204.0,313.0,0.0
11440.0,-10852.0,-7848.0,1172.0,-1229.0,361.0,0.0
10832.0,-11084.0,-8360.0,327.0,-566.0,-346.0,0.0
10808.0,-10680.0,-8412.0,338.0,-386.0,-255.0,0.0
11148.0,-10464.0,-8220.0,-197.0,118.0,-308.0,0.0
11036.0,-10768.0,-8164.0,-855.0,518.0,-655.0,0.0
11428.0,-10804.0,-8192.0,-1699.0,1264.0,-1221.0,0.0
11752.0,-10452.0,-8064.0,75.0,1782.0,-242.0,0.0
11796.0,-10296.0,-7368.0,-1181.0,1605.0,-1115.0,0.0
11844.0,-9352.0,-7328.0,220.0,1144.0,352.0,0.0
11748.0,-11068.0,-7108.0,-649.0,760.0,21.0,0.0
12200.0,-10628.0,-7052.0,148.0,761.0,180.0,0.0
11736.0,-10404.0,-7028.0,-210.0,428.0,-4.0,0.0
11844.0,-10316.0,-7172.0,-378.0,413.0,-83.0,0.0
11580.0,-10620.0,-7172.0,28.0,323.0,215.0,0.0
11672.0,-10776.0,-7212.0,-651.0,575.0,-345.0,0.0
11956.0,-10472.0,-6840.0,67.0,480.0,167.0,0.0
11700.0,-10412.0,-6840.0,-127.0,476.0,-89.0,0.0
11864.0,-10572.0,-6848.0,-244.0,238.0,-250.0,0.0
11744.0,-10584.0,-6744.0,-80.0,153.0,-110.0,0.0
