aX,aY,aZ,gX,gY,gZ,Result
-10252.0,-17252.0,-212.0,-2256.0,3811.0,-1349.0,1.0
-3384.0,-13432.0,-6840.0,-3054.0,2803.0,-1863.0,1.0
-3304.0,-13484.0,-3344.0,6534.0,-8808.0,1919.0,1.0
-13376.0,-22028.0,916.0,-6495.0,9825.0,-1986.0,1.0
608.0,-9348.0,-6676.0,-3584.0,8323.0,-2883.0,1.0
-2724.0,-13248.0,-4432.0,12080.0,-16215.0,4861.0,1.0
-12748.0,-19192.0,1736.0,-3130.0,6573.0,-1331.0,1.0
-2732.0,-11688.0,-6016.0,-3661.0,6740.0,-4791.0,1.0
-1452.0,-13884.0,-3988.0,6767.0,-11595.0,4471.0,1.0
-12684.0,-19412.0,2044.0,-3430.0,7310.0,-2464.0,1.0
-1396.0,-11036.0,-7160.0,-5452.0,8660.0,-2664.0,1.0
-2240.0,-13092.0,-4392.0,7797.0,-13214.0,4810.0,1.0
-13112.0,-19460.0,2028.0,-2086.0,5724.0,-2960.0,1.0
-892.0,-11608.0,-6632.0,-3829.0,7180.0,-2674.0,1.0
-3632.0,-13316.0,-3864.0,7784.0,-11996.0,3290.0,1.0
-11680.0,-19856.0,592.0,-3263.0,8034.0,-4592.0,1.0
-768.0,-12768.0,-6004.0,-5220.0,6256.0,210.0,1.0
-3732.0,-12780.0,-3364.0,8677.0,-14283.0,3777.0,1.0
-11996.0,-20584.0,408.0,-4485.0,8997.0,-3227.0,1.0
-824.0,-10856.0,-6876.0,-3689.0,6571.0,-1556.0,1.0
-3060.0,-13440.0,-4160.0,8958.0,-14111.0,2202.0,1.0
-12524.0,-20288.0,1848.0,-2491.0,6527.0,-1432.0,1.0
-1308.0,-11560.0,-6652.0,-4318.0,7746.0,-427.0,1.0
-2052.0,-13632.0,-3924.0,8628.0,-14575.0,1238.0,1.0
-12224.0,-21092.0,2188.0,-3067.0,6783.0,-2532.0,1.0
-3328.0,-10916.0,-4924.0,-5447.0,9250.0,-866.0,1.0
-2120.0,-13216.0,-4308.0,8262.0,-14141.0,2780.0,1.0
-14304.0,-19220.0,3616.0,-1982.0,6854.0,-3087.0,1.0
-1924.0,-10708.0,-6008.0,-6685.0,11119.0,-2416.0,1.0
-380.0,-13500.0,-4724.0,10069.0,-15249.0,3389.0,1.0
-13652.0,-21200.0,4956.0,2981.0,2149.0,-6304.0,1.0
-3236.0,-11692.0,-4628.0,-12407.0,18485.0,-648.0,1.0
292.0,-13856.0,-6260.0,5963.0,-8772.0,-293.0,1.0
-7388.0,-14484.0,2532.0,7987.0,-11918.0,432.0,1.0
-8964.0,-19380.0,-824.0,-9188.0,12266.0,-256.0,1.0
252.0,-11632.0,-6088.0,-1986.0,3150.0,-2730.0,1.0
-2292.0,-12968.0,-2916.0,9846.0,-16933.0,2979.0,1.0
-11496.0,-20624.0,3720.0,170.0,5851.0,-1099.0,1.0
-5736.0,-12656.0,-2472.0,-9757.0,14741.0,129.0,1.0
-600.0,-13964.0,-5856.0,1966.0,-3748.0,-691.0,1.0
-6104.0,-14568.0,-2068.0,6786.0,-11372.0,-1389.0,1.0
-8632.0,-16000.0,148.0,-283.0,-1101.0,1099.0,1.0
-6048.0,-16288.0,-2640.0,-4663.0,7270.0,-6160.0,1.0
-2168.0,-14380.0,-3612.0,-1690.0,3076.0,-4076.0,1.0
-2624.0,-15764.0,-2820.0,421.0,-1931.0,-925.0,1.0
-4172.0,-14512.0,-2776.0,413.0,-2238.0,1838.0,1.0
-4748.0,-15212.0,-3124.0,125.0,-765.0,2467.0,1.0
-5496.0,-14768.0,-1652.0,171.0,-412.0,472.0,1.0
-5564.0,-15944.0,-2620.0,-1457.0,2703.0,-2782.0,1.0
-2924.0,-14920.0,-2988.0,-1707.0,3419.0,-3979.0,1.0
-524.0,-15616.0,-4860.0,526.0,-4067.0,4138.0,0.0
-4564.0,-11640.0,-1388.0,5498.0,-14186.0,13496.0,0.0
-11300.0,-20652.0,-604.0,-3052.0,6288.0,-1881.0,0.0
-3264.0,-13156.0,-3608.0,-3714.0,7593.0,-4759.0,0.0
-3876.0,-15284.0,-3496.0,2217.0,-3178.0,-1311.0,0.0
-5480.0,-15660.0,-2528.0,370.0,-1436.0,1425.0,0.0
-5040.0,-14744.0,-2656.0,-68.0,-349.0,-540.0,0.0
-4384.0,-14784.0,-2380.0,212.0,-939.0,-611.0,0.0
-4476.0,-15068.0,-2600.0,-317.0,-1218.0,899.0,0.0
-5132.0,-14648.0,-2856.0,225.0,-730.0,438.0,0.0
-5004.0,-15164.0,-3064.0,-211.0,-721.0,216.0,0.0
-5128.0,-15480.0,-2712.0,-231.0,-1474.0,193.0,0.0
-5220.0,-15020.0,-2632.0,-765.0,-100.0,966.0,0.0
-5300.0,-14964.0,-2720.0,-361.0,-972.0,221.0,0.0
-5504.0,-15048.0,-2764.0,-578.0,46.0,368.0,0.0
-5400.0,-14868.0,-2272.0,-167.0,-159.0,-139.0,0.0
-5112.0,-14848.0,-2612.0,-331.0,-511.0,453.0,0.0
-5884.0,-14408.0,-2572.0,-54.0,-361.0,682.0,0.0
-5392.0,-14712.0,-2796.0,13.0,32.0,-280.0,0.0
-5220.0,-15100.0,-2536.0,211.0,-560.0,126.0,0.0
-5480.0,-15156.0,-2508.0,43.0,-384.0,107.0,0.0
-5800.0,-15056.0,-2516.0,-60.0,-153.0,-109.0,0.0
-5528.0,-14800.0,-2720.0,-284.0,-34.0,4.0,0.0
-5592.0,-14924.0,-2188.0,-188.0,178.0,-111.0,0.0
-5344.0,-14892.0,-2428.0,-278.0,-262.0,-183.0,0.0
-5372.0,-14436.0,-2612.0,-252.0,-236.0,-160.0,0.0
-5404.0,-14908.0,-2688.0,-93.0,-276.0,771.0,0.0
-6020.0,-14764.0,-2584.0,146.0,-677.0,368.0,0.0
-6184.0,-15212.0,-2372.0,-342.0,508.0,-296.0,0.0
-5688.0,-14896.0,-2692.0,-71.0,441.0,-1128.0,0.0
-5384.0,-14816.0,-2448.0,-680.0,995.0,-1210.0,0.0
-5176.0,-14464.0,-2204.0,-48.0,2042.0,-2097.0,0.0
-3664.0,-14488.0,-2800.0,-130.0,1509.0,-332.0,0.0
-3536.0,-15164.0,-2176.0,627.0,-2221.0,3131.0,0.0
-6204.0,-15264.0,-2148.0,-77.0,-4590.0,4518.0,0.0
-8516.0,-15640.0,-3468.0,-870.0,-1160.0,1146.0,0.0
-7588.0,-15636.0,-3336.0,-526.0,1647.0,-2857.0,0.0
-5836.0,-15260.0,-2948.0,-1070.0,1646.0,-2441.0,0.0
-5392.0,-14832.0,-2500.0,-1337.0,1291.0,-3069.0,0.0
-4076.0,-14032.0,-2832.0,-1109.0,733.0,-3131.0,0.0
-2936.0,-13768.0,-2520.0,-253.0,-821.0,-2754.0,0.0
-2872.0,-13816.0,-2516.0,-180.0,-2510.0,-552.0,0.0
-3920.0,-14256.0,-3072.0,-29.0,-4112.0,2103.0,0.0
-6700.0,-14476.0,-3668.0,155.0,-4481.0,3386.0,0.0
-9592.0,-15736.0,-2900.0,1388.0,1610.0,4733.0,0.0
-9916.0,-15792.0,-3148.0,3739.0,8699.0,6475.0,0.0
-6604.0,-15132.0,-3048.0,2244.0,6319.0,-3002.0,0.0
-4684.0,-16288.0,-2164.0,708.0,3962.0,-1439.0,0.0
-3992.0,-14792.0,-1992.0,122.0,2194.0,-1791.0,0.0
-3580.0,-14572.0,-1948.0,-198.0,-140.0,-1220.0,0.0
-3768.0,-14048.0,-2156.0,-949.0,824.0,1540.0,0.0
-3756.0,-14032.0,-2640.0,-356.0,-1738.0,3187.0,0.0
-5320.0,-15404.0,-2512.0,-591.0,-5072.0,1356.0,0.0
-5868.0,-15388.0,-3156.0,-2390.0,-6182.0,291.0,0.0
-7436.0,-15516.0,-2828.0,-1897.0,-6086.0,-2093.0,0.0
-7052.0,-15216.0,-2780.0,-2375.0,-3840.0,-2307.0,0.0
-6632.0,-14648.0,-3216.0,-2472.0,-2398.0,-2881.0,0.0
-6384.0,-13920.0,-2796.0,-2187.0,-707.0,-2432.0,0.0
-6352.0,-13584.0,-3816.0,-2158.0,-1135.0,86.0,0.0
-7196.0,-13000.0,-3928.0,-23.0,-594.0,1919.0,0.0
-7820.0,-14280.0,-3356.0,355.0,1483.0,3469.0,0.0
-7996.0,-14092.0,-3660.0,989.0,4028.0,4317.0,0.0
-6836.0,-15408.0,-4312.0,1000.0,4282.0,1771.0,0.0
-6472.0,-15104.0,-4096.0,924.0,4989.0,2096.0,0.0
-6468.0,-15848.0,-4160.0,-921.0,5530.0,370.0,0.0
-5240.0,-13916.0,-3412.0,-352.0,4633.0,-3113.0,0.0
-5220.0,-14144.0,-3624.0,-864.0,4863.0,-608.0,0.0
-3788.0,-13584.0,-4084.0,-89.0,4076.0,1703.0,0.0
-3512.0,-13840.0,-4052.0,945.0,-1081.0,2363.0,0.0
-4968.0,-14272.0,-3752.0,844.0,-5879.0,1425.0,0.0
-5308.0,-14808.0,-4752.0,478.0,-10595.0,-3683.0,0.0
-6808.0,-14256.0,-3136.0,1402.0,-10355.0,-5864.0,0.0
-7856.0,-16444.0,-2912.0,-1004.0,-6766.0,-6375.0,0.0
-7960.0,-15704.0,-3036.0,-1596.0,-1654.0,-6705.0,0.0
-6436.0,-14944.0,-3420.0,-3461.0,2433.0,-6922.0,0.0
-5820.0,-15136.0,-3652.0,-3874.0,6443.0,-4720.0,0.0
-5036.0,-15176.0,-3312.0,-2999.0,12920.0,5062.0,0.0
-2712.0,-14460.0,-4976.0,-1700.0,10619.0,8825.0,0.0
-2288.0,-14724.0,-4700.0,-979.0,4733.0,10872.0,0.0
-3516.0,-14756.0,-4824.0,225.0,-1515.0,11745.0,0.0
-5596.0,-14308.0,-4984.0,1666.0,-5173.0,5760.0,0.0
-4760.0,-13252.0,-7664.0,-659.0,-8668.0,-482.0,0.0
-8432.0,-14212.0,-3116.0,1931.0,-12636.0,-8976.0,0.0
-6104.0,-14696.0,-3524.0,754.0,-8832.0,-10220.0,0.0
-5888.0,-16028.0,-1224.0,-1169.0,-3688.0,-11898.0,0.0
-4972.0,-15560.0,-2356.0,-3906.0,-3931.0,-5653.0,0.0
-3720.0,-14264.0,-3460.0,-3113.0,-2571.0,-2953.0,0.0
-5836.0,-13900.0,-4504.0,-829.0,-1431.0,1476.0,0.0
-6908.0,-15288.0,-3844.0,223.0,282.0,5545.0,0.0
-7556.0,-15116.0,-3544.0,2523.0,6675.0,5986.0,0.0
-6396.0,-14640.0,-4348.0,843.0,7526.0,5345.0,0.0
-6236.0,-15560.0,-4412.0,547.0,9691.0,5030.0,0.0
-5544.0,-14780.0,-4040.0,-128.0,7534.0,2042.0,0.0
-5416.0,-15352.0,-4216.0,-2363.0,6692.0,2730.0,0.0
-5268.0,-14980.0,-4176.0,-4098.0,5305.0,790.0,0.0
-4400.0,-12284.0,-5880.0,-4425.0,3438.0,545.0,0.0
-3764.0,-13712.0,-6044.0,-1135.0,1088.0,1587.0,0.0
-4288.0,-12976.0,-5960.0,-910.0,-1025.0,5137.0,0.0
-5264.0,-14032.0,-6072.0,124.0,-4935.0,3099.0,0.0
-6768.0,-13036.0,-6652.0,-888.0,-7436.0,-366.0,0.0
-7028.0,-13308.0,-6220.0,699.0,-8463.0,-4392.0,0.0
-7168.0,-14412.0,-5312.0,397.0,-9135.0,-7443.0,0.0
-7288.0,-14900.0,-4540.0,-2344.0,-6238.0,-5530.0,0.0
-7648.0,-14892.0,-4724.0,-2683.0,-3595.0,-5508.0,0.0
-6376.0,-13748.0,-5016.0,-2408.0,-1581.0,-5164.0,0.0
-5112.0,-14052.0,-5312.0,-1717.0,-503.0,-5837.0,0.0
-5680.0,-14724.0,-5508.0,-1331.0,-2571.0,-69.0,0.0
-6712.0,-14224.0,-5460.0,476.0,-2071.0,3557.0,0.0
-8144.0,-13968.0,-5296.0,1039.0,4320.0,5778.0,0.0
-7308.0,-13756.0,-5964.0,2246.0,6793.0,6015.0,0.0
-6656.0,-15280.0,-5620.0,2344.0,6602.0,4079.0,0.0
-6476.0,-14412.0,-5248.0,2335.0,6307.0,4346.0,0.0
-6128.0,-14504.0,-5540.0,1118.0,4843.0,3054.0,0.0
-5344.0,-14304.0,-4772.0,228.0,5468.0,-1155.0,0.0
-4856.0,-13888.0,-4788.0,-996.0,3299.0,-927.0,0.0
-4280.0,-13896.0,-5624.0,-1639.0,1391.0,687.0,0.0
-4460.0,-12992.0,-5968.0,-250.0,-1979.0,2296.0,0.0
-4740.0,-13644.0,-5416.0,137.0,-5982.0,2648.0,0.0
-5768.0,-13092.0,-5996.0,-1138.0,-8385.0,-1231.0,0.0
-7472.0,-14080.0,-5080.0,-720.0,-9795.0,-3923.0,0.0
-7912.0,-14668.0,-5480.0,-1874.0,-5673.0,-4956.0,0.0
-7880.0,-14676.0,-5140.0,-1986.0,-4080.0,-5284.0,0.0
-7176.0,-14744.0,-5424.0,-2525.0,-1597.0,-5989.0,0.0
-6560.0,-14780.0,-5544.0,-3294.0,116.0,-5882.0,0.0
-5308.0,-13356.0,-6000.0,-2671.0,621.0,-3528.0,0.0
-4908.0,-12928.0,-6308.0,-336.0,-688.0,145.0,0.0
-6136.0,-12976.0,-5588.0,1522.0,-959.0,3694.0,0.0
-7380.0,-14476.0,-5396.0,2765.0,1810.0,4909.0,0.0
-7736.0,-14736.0,-6052.0,2831.0,4684.0,9018.0,0.0
-7300.0,-14844.0,-6136.0,3363.0,6664.0,5708.0,0.0
-5980.0,-14220.0,-5548.0,2177.0,5780.0,3096.0,0.0
-5480.0,-14284.0,-5480.0,1256.0,7051.0,-423.0,0.0
-5100.0,-14552.0,-4912.0,-247.0,4276.0,-2657.0,0.0
-4544.0,-14116.0,-5636.0,-1070.0,2900.0,-465.0,0.0
-5584.0,-13644.0,-5656.0,-192.0,-1638.0,-336.0,0.0
-6520.0,-14316.0,-6016.0,-1575.0,-1528.0,-1719.0,0.0
-6252.0,-14100.0,-6508.0,-3084.0,-752.0,-5984.0,0.0
-5232.0,-13604.0,-6224.0,-4840.0,3211.0,-9946.0,1.0
-1332.0,-13448.0,-6728.0,-3566.0,3453.0,-5889.0,1.0
-980.0,-15400.0,-10608.0,3444.0,-9115.0,10266.0,1.0
-8776.0,-7868.0,-4132.0,13325.0,-18802.0,20668.0,1.0
-14340.0,-20112.0,304.0,-2851.0,10891.0,-12883.0,1.0
-3028.0,-14828.0,-7692.0,-10074.0,17451.0,-18578.0,1.0
3800.0,-13816.0,-12616.0,-395.0,-3879.0,3930.0,1.0
-3920.0,-7288.0,-5268.0,19130.0,-26595.0,30384.0,1.0
-16916.0,-22844.0,3500.0,-9195.0,16254.0,-22562.0,1.0
1236.0,-8768.0,-9288.0,-15622.0,12958.0,-10197.0,1.0
2700.0,-13448.0,-13272.0,12980.0,-14076.0,14801.0,1.0
-12228.0,-7956.0,6976.0,16706.0,-15796.0,-2381.0,1.0
-7268.0,-22400.0,-3296.0,-21723.0,25261.0,-13952.0,1.0
7572.0,-7208.0,-12744.0,1668.0,-2018.0,-8846.0,1.0
-600.0,-9216.0,-8304.0,32405.0,-31134.0,31135.0,1.0
-21224.0,-32768.0,9408.0,-11513.0,19689.0,-17554.0,1.0
3716.0,-5808.0,-10828.0,-15005.0,15589.0,-7860.0,1.0
2448.0,-11320.0,-9432.0,19769.0,-22874.0,18951.0,1.0
-17660.0,-19068.0,5712.0,-8819.0,7570.0,-11441.0,1.0
2624.0,-7476.0,-10120.0,-11435.0,11246.0,-3954.0,1.0
-796.0,-11884.0,-6828.0,21341.0,-24717.0,15973.0,1.0
-18484.0,-27996.0,8168.0,-14964.0,19349.0,-15666.0,1.0
4952.0,-2760.0,-13084.0,-11428.0,10106.0,-4814.0,1.0
-1372.0,-11384.0,-4980.0,26040.0,-28695.0,20030.0,1.0
-17524.0,-30712.0,4052.0,-19226.0,19460.0,-10136.0,1.0
4924.0,-1504.0,-12180.0,-2225.0,3167.0,-4925.0,1.0
-7716.0,-7960.0,2820.0,21802.0,-21590.0,4699.0,1.0
-11976.0,-22400.0,620.0,-15419.0,14204.0,2633.0,1.0
4792.0,-8156.0,-7500.0,17008.0,-4506.0,-26068.0,1.0
-6236.0,-12980.0,5196.0,-8457.0,-8305.0,13452.0,1.0
-6128.0,-23052.0,-6408.0,-11541.0,12477.0,-8425.0,1.0
6060.0,-12264.0,-10752.0,4185.0,-7432.0,8045.0,1.0
-10568.0,-11224.0,3820.0,7789.0,-15555.0,11561.0,1.0
-6012.0,-17244.0,-7152.0,-15844.0,13658.0,-453.0,1.0
2872.0,-11692.0,-7856.0,11022.0,-7600.0,-5519.0,1.0
-11716.0,-20636.0,7104.0,7884.0,-6843.0,-2067.0,1.0
-2004.0,-11800.0,-4560.0,-15323.0,11197.0,2615.0,1.0
2948.0,-15708.0,-7836.0,8852.0,-10273.0,-6145.0,1.0
-11100.0,-14264.0,4408.0,4270.0,-4370.0,4407.0,1.0
-3540.0,-15748.0,-4548.0,-12525.0,12074.0,-2731.0,1.0
2592.0,-14468.0,-7776.0,5299.0,-6773.0,1425.0,1.0
-10332.0,-13568.0,4708.0,4480.0,-8771.0,4110.0,1.0
-3692.0,-15728.0,-5656.0,-15302.0,12329.0,-2677.0,1.0
2792.0,-13752.0,-9092.0,8401.0,-8219.0,1542.0,1.0
-11404.0,-15820.0,7288.0,4072.0,-5600.0,5121.0,1.0
-4076.0,-16908.0,-6564.0,-14494.0,10776.0,-4075.0,1.0
3052.0,-11976.0,-9420.0,7889.0,-7865.0,1720.0,1.0
-7144.0,-9816.0,3672.0,10322.0,-13826.0,5011.0,1.0
-8788.0,-27816.0,-2004.0,-18379.0,15257.0,-2651.0,1.0
4376.0,-8592.0,-9572.0,-587.0,447.0,-3033.0,1.0
-6588.0,-12560.0,-1236.0,13880.0,-17714.0,6598.0,1.0
-8356.0,-22788.0,-2036.0,-15544.0,13141.0,375.0,1.0
1904.0,-8580.0,-9012.0,3326.0,-2514.0,-3283.0,1.0
-6780.0,-12756.0,-324.0,14234.0,-10883.0,7700.0,1.0
-10552.0,-21696.0,64.0,-17278.0,17471.0,-1245.0,1.0
3960.0,-9116.0,-10696.0,603.0,-944.0,-2532.0,1.0
-4452.0,-11320.0,112.0,17016.0,-17585.0,5735.0,1.0
-11240.0,-22348.0,-2248.0,-14891.0,18303.0,-1435.0,1.0
3204.0,-9092.0,-10108.0,6512.0,-3178.0,-3538.0,1.0
-5636.0,-14808.0,-1852.0,14397.0,-19098.0,8758.0,1.0
-10900.0,-21724.0,-260.0,-11372.0,16308.0,-1624.0,1.0
1856.0,-8988.0,-7236.0,1579.0,2904.0,-4910.0,1.0
-2548.0,-13980.0,-3164.0,10105.0,-17411.0,6097.0,1.0
-14440.0,-24460.0,1548.0,-5831.0,10501.0,-3853.0,1.0
-1028.0,-9864.0,-3648.0,-11866.0,14600.0,-6043.0,1.0
3604.0,-13040.0,-8128.0,5149.0,-8434.0,153.0,1.0
-6612.0,-14184.0,1320.0,11931.0,-14467.0,19603.0,1.0
-12692.0,-20436.0,1944.0,-6379.0,11160.0,-6233.0,1.0
-568.0,-10748.0,-5196.0,-4326.0,5224.0,-5454.0,1.0
-1832.0,-14508.0,-5480.0,9972.0,-14594.0,8149.0,1.0
-13252.0,-16752.0,6296.0,223.0,-1210.0,-1870.0,1.0
-5996.0,-16016.0,-4180.0,-12395.0,13195.0,-5927.0,1.0
1444.0,-14432.0,-8820.0,2639.0,-2354.0,-2229.0,1.0
-5596.0,-10992.0,856.0,9021.0,-16152.0,14919.0,1.0
-13588.0,-21024.0,456.0,-9764.0,15152.0,-11661.0,0.0
3088.0,-10084.0,-8268.0,-5823.0,10747.0,-7585.0,0.0
1096.0,-11388.0,-5440.0,20452.0,-25589.0,17460.0,0.0
-20812.0,-24480.0,10352.0,-7622.0,14424.0,-6303.0,0.0
1824.0,-5548.0,-10956.0,-771.0,2674.0,-4536.0,0.0
-6252.0,-19232.0,4288.0,6599.0,-7614.0,8032.0,0.0
-10392.0,-15860.0,700.0,-8047.0,11658.0,-5958.0,0.0
2132.0,-12176.0,-8308.0,533.0,-564.0,-2057.0,0.0
-5316.0,-15232.0,1644.0,5930.0,-10783.0,11123.0,0.0
-9588.0,-15728.0,-2416.0,-5398.0,1107.0,1362.0,0.0
-5612.0,-13780.0,-2464.0,-704.0,1901.0,-6727.0,0.0
-4272.0,-16176.0,-2740.0,-2187.0,285.0,-1292.0,0.0
-6308.0,-15084.0,-1360.0,-502.0,-2427.0,2982.0,0.0
-8428.0,-15288.0,-1908.0,-2283.0,1045.0,-1561.0,0.0
-4428.0,-14452.0,-3216.0,-8366.0,10197.0,-5195.0,0.0
-1248.0,-13004.0,-5828.0,159.0,-1006.0,2053.0,0.0
-4024.0,-15056.0,-2908.0,4420.0,-7391.0,9841.0,0.0
-5528.0,-14376.0,-2148.0,-964.0,-6477.0,7464.0,0.0
-6344.0,-14116.0,-3236.0,-4046.0,-8051.0,-1024.0,0.0
-8996.0,-14004.0,-3356.0,-6889.0,-9285.0,-2656.0,0.0
-10952.0,-13196.0,-3340.0,-5596.0,-1238.0,-915.0,0.0
-10376.0,-12996.0,-4312.0,2455.0,3612.0,5115.0,0.0
-9964.0,-14096.0,-3400.0,2937.0,9386.0,5399.0,0.0
-7760.0,-12988.0,-2888.0,2587.0,10889.0,3016.0,0.0
-6428.0,-14656.0,-3004.0,2465.0,8931.0,3790.0,0.0
-4016.0,-13160.0,-4412.0,-1420.0,4335.0,8644.0,0.0
-5536.0,-12724.0,-4196.0,321.0,-4499.0,5676.0,0.0
-7424.0,-13528.0,-3524.0,-4812.0,-11383.0,-9168.0,0.0
-10044.0,-13476.0,-3476.0,-5122.0,-10129.0,-11594.0,0.0
-9340.0,-13752.0,-4780.0,-5324.0,-6376.0,-6771.0,0.0
-10144.0,-12540.0,-4332.0,-1245.0,-4877.0,-1429.0,0.0
-12532.0,-13032.0,-2880.0,3870.0,6196.0,6515.0,0.0
