ax,ay,az,gx,gy,gz,tremor
6152.0,-12896.0,-10112.0,3197.0,-9515.0,5584.0,1.0
4440.0,-13896.0,-12368.0,-6172.0,5255.0,-3501.0,1.0
8028.0,-10760.0,-10592.0,-2845.0,8678.0,-4567.0,1.0
7692.0,-11724.0,-9052.0,5216.0,-1725.0,4290.0,1.0
7092.0,-12184.0,-10004.0,-8125.0,2505.0,-563.0,1.0
7852.0,-10752.0,-10664.0,2897.0,-2122.0,2939.0,1.0
5232.0,-14128.0,-12992.0,1828.0,7241.0,-5046.0,1.0
10904.0,-12540.0,-8372.0,3846.0,10548.0,-6588.0,1.0
8412.0,-10200.0,-6988.0,-2062.0,-11192.0,6973.0,1.0
6012.0,-13148.0,-12800.0,2538.0,7945.0,-4764.0,1.0
11700.0,-11852.0,-7580.0,-359.0,2763.0,-3790.0,1.0
9108.0,-10452.0,-6848.0,-2964.0,-12414.0,7265.0,1.0
3744.0,-13444.0,-13496.0,442.0,3350.0,-3480.0,1.0
10628.0,-13244.0,-8620.0,4857.0,8455.0,-5601.0,1.0
9492.0,-10856.0,-5452.0,-3441.0,-10154.0,5585.0,1.0
5416.0,-11828.0,-10932.0,433.0,-7542.0,2843.0,1.0
8300.0,-14100.0,-10424.0,3432.0,-712.0,-3655.0,1.0
7960.0,-12500.0,-9576.0,5777.0,-5357.0,-2708.0,1.0
7872.0,-12432.0,-9144.0,3857.0,-5139.0,-4186.0,1.0
7920.0,-11664.0,-8956.0,554.0,-4714.0,-5088.0,0.0
7368.0,-11952.0,-9332.0,1375.0,-7245.0,-2145.0,0.0
7272.0,-12744.0,-10628.0,-2393.0,-3526.0,-2348.0,0.0
7632.0,-12608.0,-10612.0,-438.0,-3711.0,-1925.0,0.0
7252.0,-12156.0,-10896.0,35.0,-3533.0,-1916.0,0.0
7376.0,-10600.0,-11092.0,2049.0,-4308.0,-714.0,0.0
7324.0,-12248.0,-11068.0,4328.0,-4279.0,-24.0,0.0
7240.0,-12832.0,-9844.0,1455.0,-771.0,-1417.0,0.0
7420.0,-13724.0,-9300.0,-362.0,-1914.0,-2759.0,0.0
7924.0,-13172.0,-9536.0,1071.0,-1188.0,-3971.0,0.0
11056.0,-10704.0,-11156.0,-3.0,1202.0,-3715.0,0.0
9616.0,-10528.0,-11292.0,-1436.0,3799.0,-2027.0,0.0
8492.0,-10592.0,-11252.0,-1008.0,6069.0,-3431.0,0.0
8912.0,-11324.0,-10204.0,-151.0,7106.0,-2552.0,0.0
9732.0,-12552.0,-10028.0,169.0,4581.0,-3814.0,0.0
9384.0,-11432.0,-8748.0,1421.0,4498.0,-1650.0,0.0
10032.0,-11600.0,-8172.0,566.0,2373.0,-1532.0,0.0
10556.0,-10384.0,-7800.0,154.0,480.0,-898.0,0.0
10956.0,-11144.0,-8528.0,-29.0,176.0,-593.0,0.0
11232.0,-10772.0,-8508.0,708.0,812.0,-252.0,0.0
11152.0,-11056.0,-8224.0,199.0,-38.0,-179.0,0.0
11024.0,-10736.0,-7908.0,599.0,243.0,103.0,0.0
10896.0,-11064.0,-7848.0,30.0,51.0,-361.0,0.0
11024.0,-11004.0,-8072.0,-381.0,-673.0,76.0,0.0
11328.0,-10880.0,-8764.0,-196.0,-267.0,-10.0,0.0
11032.0,-10996.0,-8264.0,-363.0,-160.0,194.0,0.0
10868.0,-10876.0,-8092.0,-536.0,355.0,-24.0,0.0
11040.0,-10704.0,-8480.0,-594.0,436.0,-458.0,0.0
10948.0,-10776.0,-8312.0,-506.0,174.0,33.0,0.0
11592.0,-12296.0,-7976.0,-238.0,918.0,-720.0,0.0
10976.0,-10864.0,-8232.0,-464.0,-77.0,207.0,0.0
10960.0,-11020.0,-8044.0,-316.0,37.0,327.0,0.0
10908.0,-11200.0,-8076.0,-24.0,-74.0,393.0,0.0
11048.0,-11116.0,-8048.0,-99.0,-673.0,177.0,0.0
10928.0,-11020.0,-8228.0,-51.0,-366.0,-77.0,0.0
11060.0,-10688.0,-8104.0,-219.0,-286.0,-111.0,0.0
10876.0,-10980.0,-8372.0,-225.0,-39.0,33.0,0.0
10816.0,-10880.0,-8232.0,-114.0,-639.0,165.0,0.0
10732.0,-10980.0,-8084.0,-256.0,-355.0,559.0,0.0
10648.0,-10992.0,-8428.0,260.0,-856.0,828.0,0.0
10324.0,-11020.0,-8216.0,526.0,-1357.0,1544.0,0.0
10236.0,-10972.0,-8388.0,1047.0,-2220.0,2317.0,0.0
9920.0,-11408.0,-8812.0,697.0,-2941.0,2296.0,0.0
9824.0,-11896.0,-8932.0,159.0,-3106.0,1558.0,0.0
9092.0,-11448.0,-8848.0,448.0,-3647.0,2016.0,0.0
8736.0,-12136.0,-9260.0,1439.0,-5604.0,3270.0,1.0
8632.0,-12284.0,-9368.0,1200.0,-4975.0,3246.0,1.0
7616.0,-12888.0,-9196.0,1927.0,-6463.0,3248.0,1.0
7592.0,-12832.0,-9844.0,1714.0,-2641.0,2881.0,1.0
8188.0,-14984.0,-10180.0,2632.0,640.0,2038.0,1.0
6940.0,-13408.0,-8368.0,2630.0,2074.0,3049.0,1.0
6908.0,-13416.0,-8280.0,3114.0,1917.0,2597.0,1.0
6964.0,-14164.0,-8172.0,1770.0,3478.0,999.0,1.0
7364.0,-14428.0,-7712.0,2751.0,3029.0,490.0,1.0
7500.0,-15544.0,-8164.0,-22.0,6252.0,-1762.0,1.0
8272.0,-14828.0,-7968.0,1678.0,11786.0,-4449.0,1.0
9548.0,-13108.0,-6288.0,2047.0,18137.0,-5954.0,1.0
10596.0,-13212.0,-1760.0,-2177.0,-4335.0,4244.0,1.0
3496.0,-13012.0,-5356.0,-5937.0,-8264.0,3842.0,1.0
8864.0,-13448.0,-7628.0,-3864.0,12517.0,-9825.0,1.0
12020.0,-11760.0,-5344.0,3991.0,2802.0,-1911.0,1.0
9052.0,-10520.0,-4152.0,-6742.0,-11293.0,7908.0,1.0
3716.0,-17424.0,-12300.0,-1768.0,7107.0,-10835.0,1.0
14536.0,-10280.0,-4452.0,8008.0,10722.0,-4875.0,1.0
9192.0,-11608.0,-1336.0,-10000.0,-13870.0,12459.0,1.0
3116.0,-15556.0,-12916.0,-1829.0,4345.0,-11128.0,1.0
14908.0,-12336.0,-5104.0,9769.0,7049.0,-2744.0,1.0
10104.0,-8376.0,-2248.0,-10767.0,-13521.0,14452.0,1.0
1316.0,-20436.0,-14024.0,928.0,4055.0,-8690.0,1.0
14204.0,-12204.0,-6736.0,8801.0,11630.0,-8514.0,1.0
11816.0,-8660.0,-328.0,-8203.0,-3349.0,4392.0,1.0
2184.0,-13360.0,-8928.0,488.0,-18872.0,12559.0,1.0
8728.0,-14596.0,-13772.0,6668.0,30892.0,-21763.0,1.0
18192.0,-8796.0,4448.0,-1471.0,-2411.0,3406.0,1.0
-3284.0,-8512.0,-4772.0,-1198.0,-27286.0,19903.0,1.0
13600.0,-15736.0,-15476.0,-1588.0,21828.0,-18961.0,1.0
16448.0,-8600.0,1852.0,4205.0,-3202.0,10629.0,1.0
-2036.0,-12668.0,-3572.0,-2884.0,-17527.0,9394.0,1.0
11764.0,-15792.0,-14312.0,5764.0,16549.0,-10998.0,1.0
14868.0,-10144.0,1032.0,-4201.0,179.0,2548.0,1.0
-624.0,-11816.0,-4812.0,1067.0,-23224.0,18074.0,1.0
11892.0,-18992.0,-14496.0,2254.0,16395.0,-13738.0,1.0
13644.0,-10440.0,2084.0,2917.0,6684.0,-2931.0,1.0
3052.0,-5940.0,-480.0,-5075.0,-28290.0,23274.0,1.0
8780.0,-21092.0,-18408.0,260.0,18046.0,-15947.0,1.0
12548.0,-11936.0,1132.0,4944.0,8217.0,-3785.0,1.0
3576.0,-7392.0,2288.0,-3572.0,-15157.0,10093.0,1.0
7048.0,-16424.0,-11980.0,-4097.0,-1422.0,-2516.0,1.0
9800.0,-14992.0,-9004.0,1250.0,5020.0,-658.0,1.0
9004.0,-13244.0,-1440.0,-1148.0,3167.0,-1106.0,0.0
8184.0,-13284.0,-4852.0,-3940.0,-4683.0,862.0,0.0
8900.0,-12576.0,-7944.0,-3842.0,-2781.0,729.0,0.0
7832.0,-13028.0,-6564.0,-3412.0,-2072.0,2434.0,0.0
7836.0,-12576.0,-6996.0,-6790.0,-1326.0,2149.0,0.0
7240.0,-13232.0,-9016.0,-4030.0,-2760.0,2786.0,0.0
7440.0,-13344.0,-9636.0,-4298.0,-641.0,1338.0,0.0
7112.0,-13316.0,-9736.0,-1902.0,212.0,1662.0,0.0
7464.0,-13108.0,-9680.0,-4569.0,793.0,694.0,0.0
7296.0,-12652.0,-10180.0,-2753.0,1173.0,1901.0,0.0
7256.0,-12736.0,-10292.0,-3425.0,1863.0,1340.0,0.0
7316.0,-12936.0,-10076.0,-1261.0,1930.0,1843.0,0.0
6788.0,-13028.0,-10132.0,-1124.0,1191.0,557.0,0.0
6872.0,-12624.0,-9868.0,-1435.0,487.0,1518.0,0.0
6180.0,-12316.0,-10560.0,-2070.0,-217.0,1001.0,0.0
6000.0,-12952.0,-10932.0,-1044.0,101.0,611.0,0.0
6076.0,-12072.0,-10492.0,-1708.0,15.0,746.0,0.0
6144.0,-12392.0,-10252.0,-161.0,107.0,345.0,0.0
6424.0,-12496.0,-10904.0,-1453.0,455.0,104.0,0.0
7456.0,-13360.0,-10772.0,624.0,1264.0,-260.0,0.0
7304.0,-12500.0,-9936.0,-290.0,1691.0,-473.0,0.0
6960.0,-12420.0,-10108.0,311.0,198.0,204.0,0.0
7088.0,-11960.0,-10444.0,-367.0,102.0,110.0,0.0
6628.0,-12348.0,-10260.0,-5.0,-187.0,791.0,0.0
6360.0,-12520.0,-10240.0,-473.0,-541.0,1171.0,0.0
6604.0,-12760.0,-10372.0,606.0,-366.0,798.0,0.0
6576.0,-13120.0,-10492.0,-74.0,132.0,287.0,0.0
6324.0,-12676.0,-10192.0,263.0,709.0,91.0,0.0
