ax,ay,az,gx,gy,gz,tremor
7748.0,-8616.0,-10024.0,-3586.0,-7376.0,5851.0,1.0
3984.0,-15204.0,-14500.0,3677.0,4935.0,-3508.0,1.0
7732.0,-10156.0,-10980.0,-1626.0,293.0,-131.0,1.0
6628.0,-12568.0,-10304.0,-2289.0,722.0,-1336.0,0.0
6620.0,-10100.0,-11392.0,-84.0,-2662.0,1215.0,0.0
6944.0,-13236.0,-11896.0,-2557.0,-41.0,-327.0,0.0
6624.0,-11540.0,-11900.0,1677.0,-425.0,342.0,0.0
6644.0,-11952.0,-11628.0,-1002.0,619.0,-463.0,0.0
6776.0,-11720.0,-11584.0,1104.0,-422.0,62.0,0.0
7048.0,-11388.0,-11664.0,-1183.0,328.0,-309.0,0.0
6796.0,-11476.0,-11320.0,116.0,-314.0,436.0,0.0
6644.0,-11752.0,-11360.0,-792.0,-802.0,422.0,0.0
6436.0,-11936.0,-11852.0,-474.0,-637.0,193.0,0.0
6240.0,-11828.0,-12196.0,-647.0,-339.0,-17.0,0.0
6352.0,-11648.0,-12068.0,-448.0,30.0,-58.0,0.0
6560.0,-11252.0,-11376.0,-719.0,-368.0,314.0,0.0
6348.0,-11508.0,-11620.0,-887.0,-507.0,440.0,0.0
6296.0,-11908.0,-12164.0,-446.0,-669.0,216.0,0.0
6460.0,-11584.0,-12040.0,-154.0,73.0,-238.0,0.0
6312.0,-11348.0,-11664.0,-355.0,-482.0,181.0,0.0
6468.0,-11448.0,-11696.0,-464.0,-268.0,86.0,0.0
6132.0,-11672.0,-12140.0,-627.0,-238.0,-122.0,0.0
6260.0,-11324.0,-11908.0,-127.0,-31.0,-75.0,0.0
6000.0,-11512.0,-12032.0,-683.0,-87.0,-228.0,0.0
6020.0,-11404.0,-12380.0,-193.0,-189.0,-189.0,0.0
6280.0,-11372.0,-12224.0,-315.0,12.0,-174.0,0.0
6196.0,-11392.0,-12136.0,-499.0,-51.0,-150.0,0.0
6216.0,-11408.0,-12136.0,-64.0,-440.0,23.0,0.0
6128.0,-11404.0,-12412.0,-422.0,-178.0,-90.0,0.0
6116.0,-11248.0,-12272.0,-369.0,117.0,-182.0,0.0
6304.0,-11272.0,-12204.0,-17.0,-209.0,-45.0,0.0
6312.0,-11428.0,-12324.0,-132.0,-152.0,-7.0,0.0
6248.0,-11480.0,-12268.0,-74.0,-68.0,-111.0,0.0
6232.0,-11224.0,-12048.0,-306.0,4.0,-75.0,0.0
6224.0,-11488.0,-12224.0,-99.0,-152.0,44.0,0.0
6260.0,-11444.0,-12276.0,-84.0,-5.0,-99.0,0.0
6400.0,-11376.0,-11840.0,-118.0,-37.0,-7.0,0.0
6172.0,-11496.0,-12212.0,-59.0,-118.0,-112.0,0.0
6368.0,-11304.0,-12148.0,-275.0,61.0,-163.0,0.0
6292.0,-11376.0,-12224.0,-79.0,-8.0,-8.0,0.0
6284.0,-11584.0,-12164.0,-169.0,104.0,-70.0,0.0
6408.0,-11236.0,-12012.0,-56.0,92.0,51.0,0.0
6404.0,-11300.0,-11852.0,-73.0,-48.0,45.0,0.0
6468.0,-11424.0,-12084.0,-132.0,-47.0,44.0,0.0
6360.0,-11320.0,-12016.0,-32.0,-2.0,52.0,0.0
6368.0,-11348.0,-12136.0,5.0,97.0,-56.0,0.0
6224.0,-11172.0,-12160.0,298.0,242.0,105.0,0.0
6252.0,-11864.0,-12176.0,111.0,373.0,0.0,0.0
6304.0,-11436.0,-11840.0,274.0,277.0,-114.0,0.0
6440.0,-11572.0,-11968.0,55.0,137.0,104.0,0.0
6452.0,-11688.0,-11860.0,44.0,58.0,53.0,0.0
6492.0,-11700.0,-12020.0,-242.0,75.0,-101.0,0.0
6388.0,-11476.0,-11916.0,-182.0,158.0,-123.0,0.0
6376.0,-11552.0,-12100.0,-164.0,104.0,-52.0,0.0
6160.0,-10904.0,-11900.0,-290.0,-526.0,262.0,0.0
6444.0,-11744.0,-11992.0,-86.0,-177.0,137.0,0.0
6468.0,-11632.0,-11940.0,-153.0,-87.0,24.0,0.0
6316.0,-11536.0,-11952.0,-22.0,-222.0,220.0,0.0
6412.0,-11536.0,-11784.0,-172.0,-96.0,-15.0,0.0
6404.0,-11324.0,-11876.0,-60.0,7.0,-117.0,0.0
6396.0,-11668.0,-11968.0,12.0,-137.0,-21.0,0.0
6400.0,-11556.0,-12020.0,-203.0,-74.0,-59.0,0.0
6284.0,-11532.0,-11864.0,-215.0,-190.0,-10.0,0.0
6316.0,-11492.0,-11852.0,-147.0,-218.0,124.0,0.0
6216.0,-11624.0,-11912.0,104.0,-273.0,162.0,0.0
6260.0,-11572.0,-11992.0,-406.0,-53.0,58.0,0.0
6064.0,-11880.0,-12048.0,-47.0,-220.0,171.0,0.0
6192.0,-11532.0,-11772.0,-270.0,-277.0,89.0,0.0
6296.0,-11656.0,-11948.0,-167.0,-297.0,162.0,0.0
6220.0,-11832.0,-12028.0,-127.0,-171.0,108.0,0.0
6072.0,-11732.0,-12048.0,-250.0,-261.0,116.0,0.0
6112.0,-11616.0,-11952.0,-74.0,-209.0,123.0,0.0
6220.0,-11696.0,-11912.0,-298.0,-162.0,83.0,0.0
6012.0,-11636.0,-11956.0,-87.0,-228.0,171.0,0.0
6108.0,-11824.0,-11992.0,-257.0,-213.0,214.0,0.0
6064.0,-11836.0,-11820.0,-219.0,-185.0,44.0,0.0
5932.0,-11568.0,-11828.0,-200.0,-196.0,-41.0,0.0
5972.0,-11560.0,-12088.0,-58.0,-343.0,212.0,0.0
5928.0,-11832.0,-12004.0,-198.0,-279.0,47.0,0.0
5892.0,-11612.0,-12144.0,-200.0,-183.0,-67.0,0.0
5940.0,-11500.0,-11992.0,-172.0,-298.0,159.0,0.0
5864.0,-11720.0,-11928.0,-319.0,-172.0,2.0,0.0
5900.0,-11784.0,-12208.0,-351.0,-192.0,131.0,0.0
5796.0,-11536.0,-12072.0,-225.0,-216.0,71.0,0.0
5924.0,-11716.0,-12080.0,-402.0,-195.0,88.0,0.0
5744.0,-11784.0,-11988.0,-186.0,-189.0,33.0,0.0
5784.0,-11656.0,-12272.0,-288.0,-410.0,60.0,0.0
5648.0,-11600.0,-12104.0,-287.0,-136.0,25.0,0.0
5672.0,-11520.0,-12128.0,-235.0,-270.0,-40.0,0.0
5780.0,-11696.0,-12060.0,-263.0,-308.0,148.0,0.0
5664.0,-11664.0,-12276.0,-50.0,-118.0,24.0,0.0
5732.0,-11468.0,-12376.0,-256.0,-160.0,10.0,0.0
5644.0,-11488.0,-12344.0,-104.0,-131.0,94.0,0.0
5688.0,-11600.0,-12272.0,-90.0,-241.0,49.0,0.0
5648.0,-11644.0,-12176.0,-160.0,-232.0,-8.0,0.0
5560.0,-11628.0,-12152.0,-198.0,-367.0,-58.0,0.0
5724.0,-11532.0,-12164.0,-202.0,-208.0,16.0,0.0
5576.0,-11536.0,-12472.0,-153.0,-219.0,32.0,0.0
5516.0,-11716.0,-12356.0,-181.0,-153.0,78.0,0.0
5472.0,-11620.0,-12280.0,-335.0,-153.0,61.0,0.0
5580.0,-11512.0,-12536.0,-205.0,-342.0,99.0,0.0
5580.0,-11820.0,-12460.0,-227.0,-23.0,40.0,0.0
5676.0,-11676.0,-12324.0,-190.0,-163.0,76.0,0.0
5536.0,-11644.0,-12348.0,-114.0,-157.0,68.0,0.0
5620.0,-11512.0,-12360.0,128.0,6.0,-106.0,0.0
5516.0,-11572.0,-12108.0,51.0,-82.0,-36.0,0.0
5456.0,-11692.0,-12432.0,-57.0,-196.0,51.0,0.0
5292.0,-11464.0,-12564.0,-291.0,-141.0,-87.0,0.0
5328.0,-11380.0,-12216.0,-218.0,-234.0,109.0,0.0
5300.0,-11656.0,-12492.0,43.0,-482.0,93.0,1.0
5448.0,-11720.0,-12408.0,196.0,-37.0,-104.0,1.0
6192.0,-11596.0,-13384.0,1643.0,-311.0,242.0,1.0
4452.0,-14852.0,-17740.0,11023.0,15664.0,-12287.0,1.0
13656.0,-12136.0,-8408.0,7485.0,24309.0,-12263.0,1.0
9460.0,-9360.0,-1712.0,-8935.0,-15907.0,10202.0,1.0
-792.0,-10216.0,-14080.0,-696.0,-2541.0,-4613.0,1.0
10072.0,-12624.0,-11380.0,9213.0,28223.0,-15077.0,1.0
12612.0,-10096.0,-3060.0,855.0,-11545.0,11588.0,1.0
4392.0,-13712.0,-12144.0,4339.0,14930.0,-14414.0,1.0
14924.0,-9964.0,-1152.0,1212.0,-4534.0,4862.0,1.0
5668.0,-13220.0,-8612.0,-3678.0,-15370.0,7982.0,1.0
10780.0,-12128.0,-12532.0,2996.0,22286.0,-13445.0,1.0
16276.0,-11980.0,2712.0,-1312.0,-11768.0,10374.0,1.0
-2424.0,-16356.0,-16384.0,3041.0,-3136.0,-8398.0,1.0
16892.0,-8056.0,-6024.0,9500.0,32767.0,-17027.0,1.0
12372.0,-4932.0,7716.0,-11783.0,-24533.0,21168.0,1.0
-800.0,-17204.0,-17444.0,837.0,1932.0,-10218.0,1.0
21344.0,-11836.0,-6364.0,9352.0,12977.0,-5361.0,1.0
11224.0,-5108.0,5524.0,-16781.0,-26164.0,19685.0,1.0
6732.0,-18340.0,-17424.0,-3829.0,9546.0,-10246.0,1.0
20048.0,-9368.0,-5428.0,2179.0,6068.0,-5859.0,1.0
10892.0,-5660.0,56.0,-4741.0,-23976.0,21567.0,1.0
3892.0,-14772.0,-17564.0,-4026.0,14410.0,-14198.0,1.0
15528.0,-12012.0,-3640.0,5432.0,291.0,1381.0,1.0
6812.0,-9448.0,-3952.0,-4522.0,-15742.0,9746.0,1.0
6460.0,-13748.0,-15476.0,2502.0,7355.0,-7402.0,1.0
15500.0,-12324.0,-3332.0,2895.0,2259.0,-946.0,1.0
7604.0,-8196.0,-3336.0,-2872.0,-16944.0,11654.0,1.0
5844.0,-13304.0,-14532.0,-4165.0,-6599.0,966.0,1.0
9284.0,-13272.0,-12920.0,-633.0,-1640.0,1896.0,1.0
7644.0,-12668.0,-9200.0,-2725.0,762.0,589.0,0.0
7116.0,-12352.0,-9164.0,-1219.0,-2408.0,1029.0,0.0
7564.0,-11192.0,-10908.0,-2678.0,-1534.0,-31.0,0.0
6848.0,-12480.0,-11716.0,-1565.0,-1868.0,1582.0,0.0
7000.0,-11788.0,-11048.0,-2310.0,-1.0,-438.0,0.0
6728.0,-12276.0,-11988.0,-1312.0,-333.0,-359.0,0.0
7300.0,-11136.0,-11844.0,-940.0,179.0,246.0,0.0
6800.0,-11696.0,-11384.0,-825.0,-11.0,-62.0,0.0
7220.0,-11700.0,-11500.0,-627.0,-80.0,-433.0,0.0
7208.0,-11356.0,-11796.0,-301.0,107.0,-533.0,0.0
7184.0,-11472.0,-11308.0,-793.0,238.0,-328.0,0.0
7172.0,-11736.0,-11308.0,15.0,-43.0,-136.0,0.0
7380.0,-11596.0,-11356.0,-866.0,305.0,-774.0,0.0
7584.0,-11100.0,-11604.0,282.0,215.0,-357.0,0.0
7472.0,-11688.0,-11332.0,-310.0,81.0,-355.0,0.0
7520.0,-11292.0,-11324.0,-24.0,-162.0,-211.0,0.0
7472.0,-11388.0,-11720.0,-282.0,54.0,-226.0,0.0
7404.0,-11308.0,-11608.0,80.0,-58.0,17.0,0.0
7288.0,-11560.0,-11436.0,-149.0,-178.0,33.0,0.0
7260.0,-11344.0,-11224.0,-66.0,-352.0,-40.0,0.0
7524.0,-11380.0,-11448.0,48.0,-342.0,139.0,0.0
7344.0,-11392.0,-11456.0,18.0,-78.0,174.0,0.0
7304.0,-11496.0,-11292.0,-77.0,-263.0,171.0,0.0
7524.0,-11400.0,-11440.0,-175.0,-476.0,62.0,0.0
7444.0,-11428.0,-11468.0,-62.0,-240.0,182.0,0.0
7412.0,-11480.0,-11352.0,-62.0,-208.0,102.0,0.0
7248.0,-11604.0,-11200.0,-280.0,-156.0,-14.0,0.0
7252.0,-11336.0,-11548.0,-91.0,-72.0,-57.0,0.0
7160.0,-11536.0,-11548.0,27.0,-132.0,-61.0,0.0
7280.0,-11484.0,-11624.0,-124.0,-321.0,88.0,0.0
7212.0,-11324.0,-11372.0,-335.0,-85.0,-48.0,0.0
7212.0,-11252.0,-11348.0,40.0,-431.0,338.0,0.0
7220.0,-11848.0,-11456.0,-350.0,-214.0,272.0,0.0
7176.0,-11472.0,-11604.0,-152.0,-168.0,27.0,0.0
7016.0,-11380.0,-11456.0,-171.0,-195.0,88.0,0.0
7048.0,-11708.0,-11804.0,-185.0,-92.0,-8.0,0.0
6996.0,-11408.0,-11420.0,-22.0,-159.0,235.0,0.0
7068.0,-11596.0,-11508.0,-22.0,-241.0,203.0,0.0
7156.0,-11652.0,-11412.0,-313.0,-62.0,150.0,0.0
7124.0,-11740.0,-11148.0,-174.0,-152.0,269.0,0.0
6984.0,-11684.0,-11532.0,-146.0,-96.0,213.0,0.0
6992.0,-11868.0,-11364.0,-46.0,-182.0,95.0,0.0
7012.0,-11464.0,-11488.0,-178.0,-99.0,155.0,0.0
6900.0,-11640.0,-11496.0,-147.0,-195.0,113.0,0.0
6956.0,-11724.0,-11532.0,-185.0,-112.0,165.0,0.0
6952.0,-11728.0,-11460.0,-154.0,-316.0,147.0,0.0
6972.0,-11516.0,-11608.0,-98.0,-205.0,151.0,0.0
6772.0,-11696.0,-11344.0,68.0,-248.0,231.0,0.0
6500.0,-11644.0,-11352.0,-390.0,-527.0,76.0,1.0
7064.0,-11700.0,-11960.0,64.0,-288.0,185.0,1.0
6712.0,-11788.0,-12000.0,-72.0,-522.0,294.0,1.0
7392.0,-11276.0,-13372.0,1178.0,-1883.0,1307.0,1.0
4096.0,-12748.0,-19956.0,16296.0,12039.0,-8221.0,1.0
9992.0,-14176.0,-9984.0,11904.0,32767.0,-28117.0,1.0
18456.0,-7932.0,9220.0,-1900.0,-6562.0,6737.0,1.0
108.0,-4784.0,-2408.0,-18543.0,-32768.0,26495.0,1.0
4716.0,-15832.0,-17392.0,11458.0,26072.0,-16071.0,1.0
15292.0,-10180.0,-2260.0,4976.0,5171.0,792.0,1.0
3804.0,-8920.0,-2748.0,-3157.0,-21968.0,15137.0,1.0
5916.0,-17252.0,-15192.0,5601.0,32767.0,-30334.0,1.0
22980.0,-6580.0,7824.0,2491.0,-3469.0,4717.0,1.0
596.0,-4932.0,-3496.0,-10045.0,-32768.0,23814.0,1.0
12372.0,-19716.0,-19332.0,3254.0,26699.0,-15074.0,1.0
14636.0,-9720.0,3184.0,3809.0,58.0,5362.0,1.0
3888.0,-5340.0,-244.0,-11034.0,-32768.0,24641.0,1.0
6740.0,-20100.0,-20280.0,2885.0,25281.0,-18269.0,1.0
15424.0,-9164.0,1520.0,-105.0,1086.0,1535.0,1.0
1300.0,-10664.0,-1980.0,-6312.0,-20057.0,8208.0,1.0
6860.0,-18196.0,-18548.0,6639.0,21774.0,-17820.0,1.0
19292.0,-9020.0,2988.0,2985.0,7767.0,-3011.0,1.0
8336.0,-3436.0,2640.0,-8941.0,-30686.0,25666.0,1.0
136.0,-23028.0,-20996.0,-1167.0,13007.0,-15141.0,1.0
19604.0,-12268.0,-4796.0,9174.0,13210.0,-6598.0,1.0
9172.0,-4476.0,5168.0,-11928.0,-24768.0,19465.0,1.0
1124.0,-20416.0,-17084.0,-3530.0,-1269.0,-5009.0,1.0
15136.0,-14284.0,-9448.0,8900.0,14238.0,-7876.0,1.0
9488.0,-7448.0,4196.0,-7777.0,-13744.0,11252.0,1.0
1620.0,-18116.0,-10928.0,-2842.0,-16923.0,4218.0,1.0
11916.0,-14676.0,-15920.0,9621.0,20529.0,-13979.0,1.0
10736.0,-8760.0,-1236.0,-3483.0,-7300.0,6367.0,1.0
1604.0,-15516.0,-7108.0,-6371.0,-11861.0,4296.0,1.0
7200.0,-14672.0,-14376.0,4418.0,10070.0,-7504.0,1.0
11080.0,-11480.0,-2424.0,-1903.0,-2363.0,1950.0,1.0
5332.0,-10764.0,-6672.0,-6354.0,-17034.0,10160.0,1.0
4696.0,-18500.0,-17840.0,754.0,13811.0,-11377.0,1.0
13356.0,-11556.0,-5412.0,820.0,7819.0,-6342.0,1.0
5736.0,-10392.0,-3964.0,-5083.0,-17884.0,11176.0,1.0
2416.0,-16184.0,-18140.0,2661.0,13635.0,-13810.0,1.0
14388.0,-11696.0,-4100.0,3978.0,3825.0,-2887.0,1.0
6400.0,-8036.0,-3464.0,-6643.0,-17276.0,12210.0,1.0
4616.0,-17564.0,-17784.0,4119.0,13367.0,-11941.0,1.0
14740.0,-11356.0,-3592.0,2579.0,5029.0,-3052.0,1.0
6720.0,-8352.0,-2460.0,-6546.0,-21590.0,15643.0,1.0
9724.0,-16756.0,-15760.0,-375.0,8905.0,-6637.0,1.0
10408.0,-11192.0,-7696.0,979.0,92.0,2773.0,1.0
7300.0,-8680.0,-3972.0,-5703.0,-13358.0,12615.0,1.0
5368.0,-15112.0,-14372.0,2257.0,11167.0,-8865.0,1.0
10268.0,-10916.0,-8388.0,678.0,-28.0,1139.0,1.0
6956.0,-11772.0,-7036.0,-930.0,360.0,57.0,1.0
8136.0,-12852.0,-9484.0,266.0,-2845.0,1879.0,1.0
7896.0,-13344.0,-12536.0,978.0,6591.0,-2768.0,1.0
10560.0,-13120.0,-5816.0,283.0,2107.0,-1071.0,1.0
7640.0,-11708.0,-5584.0,-1483.0,-7215.0,4315.0,1.0
7388.0,-13840.0,-11908.0,-620.0,1153.0,-1802.0,1.0
8764.0,-12748.0,-9560.0,1026.0,3968.0,-1558.0,1.0
8232.0,-11336.0,-5512.0,779.0,2680.0,-187.0,1.0
7628.0,-12792.0,-4704.0,-1307.0,-4043.0,1588.0,1.0
7568.0,-11828.0,-7928.0,-2705.0,-7117.0,3402.0,1.0
7016.0,-12380.0,-9712.0,-4964.0,-6034.0,5054.0,1.0
6476.0,-12912.0,-11264.0,-8252.0,-4544.0,4156.0,1.0
7456.0,-15604.0,-13340.0,1092.0,4518.0,-313.0,1.0
6040.0,-13172.0,-10696.0,-786.0,1626.0,-378.0,0.0
6472.0,-11996.0,-10348.0,128.0,1338.0,-201.0,0.0
6424.0,-12580.0,-10848.0,-550.0,728.0,234.0,0.0
6424.0,-12584.0,-10288.0,143.0,721.0,768.0,0.0
6340.0,-13144.0,-10196.0,-455.0,611.0,-109.0,0.0
6664.0,-12552.0,-10524.0,-415.0,125.0,-50.0,0.0
6692.0,-12344.0,-10476.0,-540.0,399.0,201.0,0.0
6632.0,-12748.0,-10348.0,-199.0,32.0,212.0,0.0
6500.0,-12608.0,-10420.0,-166.0,-50.0,-64.0,0.0
6508.0,-12632.0,-10312.0,-285.0,-146.0,119.0,0.0
6548.0,-12576.0,-10392.0,135.0,190.0,-122.0,0.0
6464.0,-12480.0,-10276.0,-329.0,-538.0,247.0,0.0
6408.0,-12612.0,-10432.0,-249.0,-211.0,120.0,0.0
6472.0,-12268.0,-10172.0,-58.0,-162.0,292.0,0.0
6476.0,-12864.0,-10280.0,-122.0,-188.0,381.0,0.0
6432.0,-13028.0,-10524.0,-7.0,-139.0,4.0,0.0
6548.0,-12696.0,-10368.0,-512.0,-73.0,-59.0,0.0
6672.0,-12724.0,-10504.0,-169.0,-219.0,42.0,0.0
6280.0,-12812.0,-10252.0,-456.0,-131.0,-160.0,0.0
6292.0,-12516.0,-10604.0,-317.0,-81.0,-131.0,0.0
6344.0,-12728.0,-10640.0,-46.0,262.0,-25.0,0.0
6232.0,-12536.0,-10252.0,323.0,388.0,-41.0,0.0
6184.0,-12780.0,-10768.0,-49.0,522.0,-123.0,0.0
6168.0,-12560.0,-10436.0,130.0,7.0,329.0,0.0
6272.0,-12380.0,-10080.0,117.0,-41.0,412.0,0.0
6352.0,-12928.0,-10376.0,261.0,129.0,326.0,0.0
6492.0,-13048.0,-10116.0,346.0,472.0,275.0,0.0
6620.0,-12680.0,-10060.0,14.0,-95.0,109.0,0.0
6580.0,-12876.0,-10436.0,127.0,-26.0,-19.0,0.0
6548.0,-12760.0,-9848.0,-10.0,-17.0,-86.0,0.0
6596.0,-12996.0,-10140.0,-341.0,-202.0,-109.0,0.0
6480.0,-12928.0,-10464.0,-272.0,222.0,-442.0,0.0
6336.0,-12984.0,-10468.0,-382.0,-323.0,46.0,0.0
5272.0,-12792.0,-10796.0,-925.0,-1072.0,245.0,0.0
5816.0,-11496.0,-9760.0,349.0,-606.0,426.0,0.0
6552.0,-12900.0,-10460.0,186.0,-926.0,554.0,0.0
6980.0,-13632.0,-10640.0,99.0,-166.0,115.0,0.0
6204.0,-13260.0,-10396.0,-380.0,531.0,142.0,0.0
6164.0,-12896.0,-9724.0,239.0,930.0,-190.0,0.0
5952.0,-12968.0,-10196.0,3464.0,4304.0,-3495.0,0.0
7604.0,-13440.0,-9056.0,3439.0,3927.0,-2542.0,0.0
8116.0,-12440.0,-9232.0,2056.0,3337.0,-2363.0,0.0
8736.0,-12868.0,-8976.0,1396.0,2991.0,-1008.0,0.0
7916.0,-12760.0,-8528.0,769.0,2680.0,-800.0,0.0
8288.0,-12580.0,-7560.0,961.0,2984.0,-1007.0,0.0
7888.0,-13220.0,-7476.0,453.0,2268.0,-556.0,0.0
8068.0,-12932.0,-7916.0,511.0,1990.0,-984.0,0.0
8368.0,-12876.0,-7600.0,465.0,1519.0,-293.0,0.0
8664.0,-12788.0,-7320.0,-313.0,586.0,213.0,0.0
8664.0,-12868.0,-7076.0,-330.0,156.0,493.0,0.0
8500.0,-13156.0,-7084.0,-604.0,-421.0,636.0,0.0
8572.0,-13348.0,-7328.0,-817.0,-554.0,232.0,0.0
8448.0,-13400.0,-7444.0,-602.0,-737.0,226.0,0.0
8372.0,-13060.0,-7540.0,-448.0,-306.0,91.0,0.0
8424.0,-13232.0,-7900.0,-569.0,-225.0,310.0,0.0
8612.0,-13404.0,-8332.0,-376.0,210.0,-245.0,0.0
8040.0,-13364.0,-7768.0,-216.0,-15.0,-300.0,0.0
7960.0,-12880.0,-7464.0,-177.0,-226.0,-675.0,0.0
8072.0,-12736.0,-7792.0,-66.0,-675.0,-212.0,0.0
8344.0,-12904.0,-7952.0,-761.0,-55.0,-755.0,0.0
8320.0,-12796.0,-7984.0,-40.0,-353.0,-250.0,0.0
8308.0,-12692.0,-8016.0,-444.0,-198.0,-183.0,0.0
8772.0,-13076.0,-7708.0,-577.0,-561.0,81.0,0.0
8512.0,-13408.0,-8044.0,-273.0,-407.0,-238.0,0.0
8452.0,-12952.0,-8140.0,-409.0,238.0,-796.0,0.0
8560.0,-12412.0,-8080.0,-188.0,-101.0,-350.0,0.0
8692.0,-12352.0,-8048.0,-272.0,-15.0,-118.0,0.0
8724.0,-12824.0,-8036.0,-800.0,-1069.0,560.0,0.0
8544.0,-12768.0,-7764.0,-342.0,-1926.0,758.0,0.0
8220.0,-12916.0,-7844.0,-982.0,-1844.0,791.0,0.0
8356.0,-12640.0,-8216.0,-1095.0,-1610.0,1306.0,0.0
8172.0,-12760.0,-8080.0,-2227.0,-2239.0,2750.0,0.0
6704.0,-13444.0,-8768.0,-3272.0,-4265.0,1725.0,0.0
6496.0,-13080.0,-8960.0,-3036.0,-6711.0,2158.0,0.0
5780.0,-12368.0,-10264.0,-3618.0,-6731.0,1237.0,0.0
6000.0,-12224.0,-14124.0,-1459.0,1001.0,-1900.0,0.0
7024.0,-11828.0,-10652.0,-337.0,-100.0,303.0,0.0
6348.0,-12636.0,-10236.0,25.0,386.0,-119.0,0.0
6276.0,-12900.0,-11060.0,-198.0,15.0,-454.0,0.0
6524.0,-12344.0,-10864.0,-53.0,-302.0,-226.0,0.0
6316.0,-12436.0,-10752.0,4.0,-67.0,-10.0,0.0
6040.0,-12796.0,-10740.0,108.0,-66.0,-244.0,0.0
6228.0,-12540.0,-10656.0,-75.0,-22.0,-524.0,0.0
6376.0,-12364.0,-10720.0,-100.0,239.0,-488.0,0.0
6500.0,-12328.0,-10728.0,467.0,211.0,-340.0,0.0
6604.0,-12624.0,-10756.0,123.0,557.0,-489.0,0.0
6680.0,-12520.0,-10592.0,357.0,424.0,-249.0,0.0
6548.0,-11784.0,-10876.0,-56.0,77.0,-67.0,0.0
6576.0,-12308.0,-10480.0,168.0,-244.0,142.0,0.0
6516.0,-12752.0,-10544.0,42.0,-230.0,269.0,0.0
6504.0,-12452.0,-10424.0,127.0,-213.0,-38.0,0.0
7096.0,-12568.0,-11508.0,457.0,-1125.0,709.0,0.0
6704.0,-12636.0,-18392.0,13686.0,5833.0,-3968.0,0.0
9476.0,-17300.0,-6452.0,18468.0,32767.0,-16181.0,0.0
11228.0,-8516.0,6232.0,-17581.0,-29214.0,10823.0,0.0
-1548.0,-11464.0,-14568.0,889.0,-4147.0,-3389.0,0.0
13692.0,-13124.0,-7056.0,3507.0,12684.0,-7398.0,0.0
5632.0,-13128.0,-3204.0,1021.0,-5667.0,6413.0,0.0
9236.0,-12800.0,-6768.0,1450.0,11590.0,-9242.0,0.0
10464.0,-10900.0,-4260.0,-679.0,-9260.0,6876.0,0.0
4676.0,-15204.0,-12184.0,-224.0,6075.0,-7505.0,0.0
10036.0,-11604.0,-7872.0,3383.0,21723.0,-13850.0,1.0
15572.0,-10404.0,3200.0,-9195.0,-19971.0,10844.0,1.0
-2072.0,-15224.0,-13904.0,-1928.0,-15411.0,6465.0,1.0
13348.0,-13612.0,-11484.0,5087.0,21501.0,-12175.0,1.0
11800.0,-11172.0,-1108.0,1809.0,-9203.0,12735.0,1.0
-1012.0,-15476.0,-10660.0,-8064.0,-330.0,-8207.0,1.0
13488.0,-11528.0,-8520.0,3967.0,25927.0,-18855.0,1.0
10900.0,-6656.0,108.0,-4747.0,-18120.0,13051.0,1.0
-524.0,-16996.0,-14040.0,-2951.0,2598.0,-7685.0,1.0
18488.0,-11020.0,-6580.0,5485.0,10341.0,-7280.0,1.0
11364.0,-7228.0,-2216.0,-4330.0,-19651.0,19635.0,1.0
3380.0,-17672.0,-13824.0,584.0,4331.0,-4169.0,1.0
10324.0,-12160.0,-9060.0,-5113.0,-392.0,-916.0,1.0
9896.0,-12996.0,-7648.0,-2575.0,-2294.0,3660.0,1.0
5448.0,-10920.0,-9140.0,-2764.0,-1770.0,-1146.0,1.0
8624.0,-12480.0,-9812.0,2879.0,16021.0,-8916.0,1.0
12976.0,-8872.0,-4888.0,-5106.0,-8937.0,5610.0,1.0
4444.0,-13444.0,-10884.0,3446.0,-8161.0,5819.0,1.0
10360.0,-12936.0,-10720.0,-431.0,10854.0,-5092.0,1.0
10868.0,-11856.0,-5256.0,-103.0,-9382.0,7491.0,1.0
6388.0,-10296.0,-7360.0,-9334.0,-19609.0,13456.0,1.0
2852.0,-13968.0,-15416.0,1202.0,10423.0,-8185.0,1.0
12416.0,-13112.0,-9304.0,1428.0,2407.0,-1996.0,1.0
6720.0,-9856.0,-8756.0,-1012.0,-11720.0,11005.0,1.0
3720.0,-13636.0,-13644.0,612.0,11606.0,-6516.0,1.0
9468.0,-12648.0,-8920.0,4207.0,7974.0,-2396.0,1.0
8844.0,-11556.0,-5848.0,-2261.0,-8188.0,5992.0,1.0
4764.0,-10180.0,-8860.0,-10463.0,-21390.0,15073.0,1.0
268.0,-13240.0,-16864.0,3961.0,16011.0,-11347.0,1.0
11468.0,-14260.0,-9584.0,1063.0,7195.0,-5216.0,1.0
5612.0,-9948.0,-8968.0,4927.0,-5093.0,2954.0,1.0
7476.0,-12244.0,-9820.0,-4143.0,223.0,-185.0,1.0
5160.0,-12244.0,-11480.0,1331.0,1228.0,-573.0,1.0
7732.0,-13288.0,-9844.0,261.0,3669.0,-1286.0,1.0
5444.0,-11824.0,-8772.0,-1254.0,-7320.0,5156.0,1.0
4528.0,-13776.0,-11672.0,-3035.0,8476.0,-4628.0,1.0
9560.0,-11292.0,-8860.0,1245.0,984.0,-2107.0,1.0
